query_index,candidate_order,database_index,database_name,database_y_m,database_x_m,grid_id
4,6,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
4,7,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
4,8,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
4,9,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
4,10,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
4,11,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
4,12,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
4,13,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
4,14,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
4,15,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
5,1,5,@768.000@3840.000@synthetic_geotiff@000006.png,468.75,2343.75,
5,2,6,@768.000@4352.000@synthetic_geotiff@000007.png,468.75,2656.25,
5,3,4,@768.000@3328.000@synthetic_geotiff@000005.png,468.75,2031.25,
5,4,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
5,5,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
5,6,4,@768.000@3328.000@synthetic_geotiff@000005.png,468.75,2031.25,
5,7,5,@768.000@3840.000@synthetic_geotiff@000006.png,468.75,2343.75,
5,8,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
5,9,157,@768.000@2816.000@synthetic_geotiff@000004.png,468.75,1718.75,
5,10,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
5,11,13,@1280.000@768.000@synthetic_geotiff@000014.png,781.25,468.75,
5,12,0,@768.000@768.000@synthetic_geotiff@000000.png,468.75,468.75,
5,13,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
5,14,25,@1792.000@768.000@synthetic_geotiff@000028.png,1093.75,468.75,
5,15,1,@768.000@1280.000@synthetic_geotiff@000001.png,468.75,781.25,
6,1,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
6,2,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
6,3,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
6,4,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
6,5,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
6,6,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
6,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
6,8,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
6,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
6,10,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
6,11,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
6,12,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
6,13,89,@4352.000@6912.000@synthetic_geotiff@000110.png,2656.25,4218.75,
6,14,79,@3840.000@6400.000@synthetic_geotiff@000095.png,2343.75,3906.25,
6,15,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
7,1,7,@768.000@4864.000@synthetic_geotiff@000008.png,468.75,2968.75,
7,2,6,@768.000@4352.000@synthetic_geotiff@000007.png,468.75,2656.25,
7,3,8,@768.000@5376.000@synthetic_geotiff@000009.png,468.75,3281.25,
7,4,20,@1280.000@4864.000@synthetic_geotiff@000022.png,781.25,2968.75,
7,5,19,@1280.000@4352.000@synthetic_geotiff@000021.png,781.25,2656.25,
7,6,73,@3840.000@768.000@synthetic_geotiff@000084.png,2343.75,468.75,
7,7,62,@3328.000@768.000@synthetic_geotiff@000070.png,2031.25,468.75,
7,8,184,@4352.000@768.000@synthetic_geotiff@000098.png,2656.25,468.75,
7,9,181,@3840.000@1280.000@synthetic_geotiff@000085.png,2343.75,781.25,
7,10,63,@3328.000@1280.000@synthetic_geotiff@000071.png,2031.25,781.25,
7,11,170,@5376.000@2304.000@synthetic_geotiff@000129.png,3281.25,1406.25,
7,12,106,@5376.000@1792.000@synthetic_geotiff@000128.png,3281.25,1093.75,
7,13,107,@5376.000@2816.000@synthetic_geotiff@000130.png,3281.25,1718.75,
7,14,119,@5888.000@2304.000@synthetic_geotiff@000143.png,3593.75,1406.25,
7,15,94,@4864.000@2304.000@synthetic_geotiff@000115.png,2968.75,1406.25,
8,1,8,@768.000@5376.000@synthetic_geotiff@000009.png,468.75,3281.25,
8,2,7,@768.000@4864.000@synthetic_geotiff@000008.png,468.75,2968.75,
8,3,9,@768.000@5888.000@synthetic_geotiff@000010.png,468.75,3593.75,
8,4,21,@1280.000@5376.000@synthetic_geotiff@000023.png,781.25,3281.25,
8,5,20,@1280.000@4864.000@synthetic_geotiff@000022.png,781.25,2968.75,
8,6,53,@2816.000@2816.000@synthetic_geotiff@000060.png,1718.75,1718.75,
8,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
8,8,52,@2816.000@2304.000@synthetic_geotiff@000059.png,1718.75,1406.25,
8,9,40,@2304.000@2816.000@synthetic_geotiff@000046.png,1406.25,1718.75,
8,10,66,@3328.000@2816.000@synthetic_geotiff@000074.png,2031.25,1718.75,
8,11,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
8,12,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
8,13,103,@4864.000@7424.000@synthetic_geotiff@000125.png,2968.75,4531.25,
8,14,89,@4352.000@6912.000@synthetic_geotiff@000110.png,2656.25,4218.75,
8,15,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
9,1,9,@768.000@5888.000@synthetic_geotiff@000010.png,468.75,3593.75,
9,2,10,@768.000@6400.000@synthetic_geotiff@000011.png,468.75,3906.25,
9,3,8,@768.000@5376.000@synthetic_geotiff@000009.png,468.75,3281.25,
9,4,22,@1280.000@5888.000@synthetic_geotiff@000024.png,781.25,3593.75,
9,5,21,@1280.000@5376.000@synthetic_geotiff@000023.png,781.25,3281.25,
9,6,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
9,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
9,8,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
9,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
9,10,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
9,11,24,@1280.000@6912.000@synthetic_geotiff@000026.png,781.25,4218.75,
9,12,11,@768.000@6912.000@synthetic_geotiff@000012.png,468.75,4218.75,
9,13,23,@1280.000@6400.000@synthetic_geotiff@000025.png,781.25,3906.25,
9,14,36,@1792.000@6912.000@synthetic_geotiff@000040.png,1093.75,4218.75,
9,15,177,@1280.000@7424.000@synthetic_geotiff@000027.png,781.25,4531.25,
10,1,10,@768.000@6400.000@synthetic_geotiff@000011.png,468.75,3906.25,
10,2,11,@768.000@6912.000@synthetic_geotiff@000012.png,468.75,4218.75,
10,3,9,@768.000@5888.000@synthetic_geotiff@000010.png,468.75,3593.75,
10,4,23,@1280.000@6400.000@synthetic_geotiff@000025.png,781.25,3906.25,
10,5,22,@1280.000@5888.000@synthetic_geotiff@000024.png,781.25,3593.75,
10,6,22,@1280.000@5888.000@synthetic_geotiff@000024.png,781.25,3593.75,
10,7,9,@768.000@5888.000@synthetic_geotiff@000010.png,468.75,3593.75,
10,8,23,@1280.000@6400.000@synthetic_geotiff@000025.png,781.25,3906.25,
10,9,21,@1280.000@5376.000@synthetic_geotiff@000023.png,781.25,3281.25,
10,10,34,@1792.000@5888.000@synthetic_geotiff@000038.png,1093.75,3593.75,
10,11,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
10,12,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
10,13,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
10,14,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
10,15,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
11,1,56,@2816.000@4864.000@synthetic_geotiff@000064.png,1718.75,2968.75,
11,2,57,@2816.000@5376.000@synthetic_geotiff@000065.png,1718.75,3281.25,
11,3,44,@2304.000@4864.000@synthetic_geotiff@000050.png,1406.25,2968.75,
11,4,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
11,5,180,@3328.000@4864.000@synthetic_geotiff@000078.png,2031.25,2968.75,
11,6,11,@768.000@6912.000@synthetic_geotiff@000012.png,468.75,4218.75,
11,7,10,@768.000@6400.000@synthetic_geotiff@000011.png,468.75,3906.25,
11,8,12,@768.000@7424.000@synthetic_geotiff@000013.png,468.75,4531.25,
11,9,24,@1280.000@6912.000@synthetic_geotiff@000026.png,781.25,4218.75,
11,10,23,@1280.000@6400.000@synthetic_geotiff@000025.png,781.25,3906.25,
11,11,58,@2816.000@5888.000@synthetic_geotiff@000066.png,1718.75,3593.75,
11,12,59,@2816.000@6400.000@synthetic_geotiff@000067.png,1718.75,3906.25,
11,13,57,@2816.000@5376.000@synthetic_geotiff@000065.png,1718.75,3281.25,
11,14,163,@3328.000@5888.000@synthetic_geotiff@000080.png,2031.25,3593.75,
11,15,179,@2304.000@5888.000@synthetic_geotiff@000052.png,1406.25,3593.75,
12,1,12,@768.000@7424.000@synthetic_geotiff@000013.png,468.75,4531.25,
12,2,11,@768.000@6912.000@synthetic_geotiff@000012.png,468.75,4218.75,
12,3,177,@1280.000@7424.000@synthetic_geotiff@000027.png,781.25,4531.25,
12,4,24,@1280.000@6912.000@synthetic_geotiff@000026.png,781.25,4218.75,
12,5,10,@768.000@6400.000@synthetic_geotiff@000011.png,468.75,3906.25,
12,6,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
12,7,86,@4352.000@4864.000@synthetic_geotiff@000106.png,2656.25,2968.75,
12,8,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
12,9,180,@3328.000@4864.000@synthetic_geotiff@000078.png,2031.25,2968.75,
12,10,183,@3840.000@5376.000@synthetic_geotiff@000093.png,2343.75,3281.25,
12,11,45,@2304.000@5376.000@synthetic_geotiff@000051.png,1406.25,3281.25,
12,12,44,@2304.000@4864.000@synthetic_geotiff@000050.png,1406.25,2968.75,
12,13,57,@2816.000@5376.000@synthetic_geotiff@000065.png,1718.75,3281.25,
12,14,33,@1792.000@5376.000@synthetic_geotiff@000037.png,1093.75,3281.25,
12,15,179,@2304.000@5888.000@synthetic_geotiff@000052.png,1406.25,3593.75,
13,1,13,@1280.000@768.000@synthetic_geotiff@000014.png,781.25,468.75,
13,2,0,@768.000@768.000@synthetic_geotiff@000000.png,468.75,468.75,
13,3,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
13,4,25,@1792.000@768.000@synthetic_geotiff@000028.png,1093.75,468.75,
13,5,1,@768.000@1280.000@synthetic_geotiff@000001.png,468.75,781.25,
13,6,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
13,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
13,8,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
13,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
13,10,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
13,11,1,@768.000@1280.000@synthetic_geotiff@000001.png,468.75,781.25,
13,12,0,@768.000@768.000@synthetic_geotiff@000000.png,468.75,468.75,
13,13,2,@768.000@1792.000@synthetic_geotiff@000002.png,468.75,1093.75,
13,14,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
13,15,13,@1280.000@768.000@synthetic_geotiff@000014.png,781.25,468.75,
14,1,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
14,2,1,@768.000@1280.000@synthetic_geotiff@000001.png,468.75,781.25,
14,3,13,@1280.000@768.000@synthetic_geotiff@000014.png,781.25,468.75,
14,4,26,@1792.000@1280.000@synthetic_geotiff@000029.png,1093.75,781.25,
14,5,158,@1280.000@1792.000@synthetic_geotiff@000016.png,781.25,1093.75,
14,6,1,@768.000@1280.000@synthetic_geotiff@000001.png,468.75,781.25,
14,7,0,@768.000@768.000@synthetic_geotiff@000000.png,468.75,468.75,
14,8,2,@768.000@1792.000@synthetic_geotiff@000002.png,468.75,1093.75,
14,9,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
14,10,13,@1280.000@768.000@synthetic_geotiff@000014.png,781.25,468.75,
14,11,13,@1280.000@768.000@synthetic_geotiff@000014.png,781.25,468.75,
14,12,0,@768.000@768.000@synthetic_geotiff@000000.png,468.75,468.75,
14,13,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
14,14,25,@1792.000@768.000@synthetic_geotiff@000028.png,1093.75,468.75,
14,15,1,@768.000@1280.000@synthetic_geotiff@000001.png,468.75,781.25,
15,1,15,@1280.000@2304.000@synthetic_geotiff@000017.png,781.25,1406.25,
15,2,3,@768.000@2304.000@synthetic_geotiff@000003.png,468.75,1406.25,
15,3,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
15,4,27,@1792.000@2304.000@synthetic_geotiff@000031.png,1093.75,1406.25,
15,5,158,@1280.000@1792.000@synthetic_geotiff@000016.png,781.25,1093.75,
15,6,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
15,7,4,@768.000@3328.000@synthetic_geotiff@000005.png,468.75,2031.25,
15,8,29,@1792.000@3328.000@synthetic_geotiff@000033.png,1093.75,2031.25,
15,9,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
15,10,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
15,11,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
15,12,15,@1280.000@2304.000@synthetic_geotiff@000017.png,781.25,1406.25,
15,13,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
15,14,28,@1792.000@2816.000@synthetic_geotiff@000032.png,1093.75,1718.75,
15,15,157,@768.000@2816.000@synthetic_geotiff@000004.png,468.75,1718.75,
16,1,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
16,2,15,@1280.000@2304.000@synthetic_geotiff@000017.png,781.25,1406.25,
16,3,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
16,4,28,@1792.000@2816.000@synthetic_geotiff@000032.png,1093.75,1718.75,
16,5,157,@768.000@2816.000@synthetic_geotiff@000004.png,468.75,1718.75,
16,6,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
16,7,4,@768.000@3328.000@synthetic_geotiff@000005.png,468.75,2031.25,
16,8,29,@1792.000@3328.000@synthetic_geotiff@000033.png,1093.75,2031.25,
16,9,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
16,10,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
16,11,158,@1280.000@1792.000@synthetic_geotiff@000016.png,781.25,1093.75,
16,12,2,@768.000@1792.000@synthetic_geotiff@000002.png,468.75,1093.75,
16,13,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
16,14,15,@1280.000@2304.000@synthetic_geotiff@000017.png,781.25,1406.25,
16,15,159,@1792.000@1792.000@synthetic_geotiff@000030.png,1093.75,1093.75,
17,1,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
17,2,4,@768.000@3328.000@synthetic_geotiff@000005.png,468.75,2031.25,
17,3,29,@1792.000@3328.000@synthetic_geotiff@000033.png,1093.75,2031.25,
17,4,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
17,5,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
17,6,3,@768.000@2304.000@synthetic_geotiff@000003.png,468.75,1406.25,
17,7,2,@768.000@1792.000@synthetic_geotiff@000002.png,468.75,1093.75,
17,8,15,@1280.000@2304.000@synthetic_geotiff@000017.png,781.25,1406.25,
17,9,157,@768.000@2816.000@synthetic_geotiff@000004.png,468.75,1718.75,
17,10,16,@1280.000@2816.000@synthetic_geotiff@000018.png,781.25,1718.75,
17,11,4,@768.000@3328.000@synthetic_geotiff@000005.png,468.75,2031.25,
17,12,5,@768.000@3840.000@synthetic_geotiff@000006.png,468.75,2343.75,
17,13,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
17,14,157,@768.000@2816.000@synthetic_geotiff@000004.png,468.75,1718.75,
17,15,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
18,1,18,@1280.000@3840.000@synthetic_geotiff@000020.png,781.25,2343.75,
18,2,5,@768.000@3840.000@synthetic_geotiff@000006.png,468.75,2343.75,
18,3,30,@1792.000@3840.000@synthetic_geotiff@000034.png,1093.75,2343.75,
18,4,19,@1280.000@4352.000@synthetic_geotiff@000021.png,781.25,2656.25,
18,5,17,@1280.000@3328.000@synthetic_geotiff@000019.png,781.25,2031.25,
18,6,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
18,7,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
18,8,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
18,9,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
18,10,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
18,11,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
18,12,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
18,13,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
18,14,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
18,15,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
19,1,64,@3328.000@1792.000@synthetic_geotiff@000072.png,2031.25,1093.75,
19,2,51,@2816.000@1792.000@synthetic_geotiff@000058.png,1718.75,1093.75,
19,3,63,@3328.000@1280.000@synthetic_geotiff@000071.png,2031.25,781.25,
19,4,74,@3840.000@1792.000@synthetic_geotiff@000086.png,2343.75,1093.75,
19,5,65,@3328.000@2304.000@synthetic_geotiff@000073.png,2031.25,1406.25,
19,6,144,@6912.000@6400.000@synthetic_geotiff@000179.png,4218.75,3906.25,
19,7,192,@6912.000@5888.000@synthetic_geotiff@000178.png,4218.75,3593.75,
19,8,154,@7424.000@6400.000@synthetic_geotiff@000193.png,4531.25,3906.25,
19,9,145,@6912.000@6912.000@synthetic_geotiff@000180.png,4218.75,4218.75,
19,10,135,@6400.000@6400.000@synthetic_geotiff@000165.png,3906.25,3906.25,
19,11,101,@4864.000@6400.000@synthetic_geotiff@000123.png,2968.75,3906.25,
19,12,102,@4864.000@6912.000@synthetic_geotiff@000124.png,2968.75,4218.75,
19,13,100,@4864.000@5888.000@synthetic_geotiff@000122.png,2968.75,3593.75,
19,14,113,@5376.000@6400.000@synthetic_geotiff@000137.png,3281.25,3906.25,
19,15,88,@4352.000@6400.000@synthetic_geotiff@000109.png,2656.25,3906.25,
20,1,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
20,2,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
20,3,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
20,4,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
20,5,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
20,6,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
20,7,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
20,8,103,@4864.000@7424.000@synthetic_geotiff@000125.png,2968.75,4531.25,
20,9,89,@4352.000@6912.000@synthetic_geotiff@000110.png,2656.25,4218.75,
20,10,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
20,11,43,@2304.000@4352.000@synthetic_geotiff@000049.png,1406.25,2656.25,
20,12,31,@1792.000@4352.000@synthetic_geotiff@000035.png,1093.75,2656.25,
20,13,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
20,14,44,@2304.000@4864.000@synthetic_geotiff@000050.png,1406.25,2968.75,
20,15,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
21,1,21,@1280.000@5376.000@synthetic_geotiff@000023.png,781.25,3281.25,
21,2,8,@768.000@5376.000@synthetic_geotiff@000009.png,468.75,3281.25,
21,3,22,@1280.000@5888.000@synthetic_geotiff@000024.png,781.25,3593.75,
21,4,20,@1280.000@4864.000@synthetic_geotiff@000022.png,781.25,2968.75,
21,5,33,@1792.000@5376.000@synthetic_geotiff@000037.png,1093.75,3281.25,
21,6,9,@768.000@5888.000@synthetic_geotiff@000010.png,468.75,3593.75,
21,7,10,@768.000@6400.000@synthetic_geotiff@000011.png,468.75,3906.25,
21,8,8,@768.000@5376.000@synthetic_geotiff@000009.png,468.75,3281.25,
21,9,22,@1280.000@5888.000@synthetic_geotiff@000024.png,781.25,3593.75,
21,10,21,@1280.000@5376.000@synthetic_geotiff@000023.png,781.25,3281.25,
21,11,35,@1792.000@6400.000@synthetic_geotiff@000039.png,1093.75,3906.25,
21,12,23,@1280.000@6400.000@synthetic_geotiff@000025.png,781.25,3906.25,
21,13,46,@2304.000@6400.000@synthetic_geotiff@000053.png,1406.25,3906.25,
21,14,34,@1792.000@5888.000@synthetic_geotiff@000038.png,1093.75,3593.75,
21,15,36,@1792.000@6912.000@synthetic_geotiff@000040.png,1093.75,4218.75,
22,1,22,@1280.000@5888.000@synthetic_geotiff@000024.png,781.25,3593.75,
