query_index,candidate_order,database_index,database_name,database_y_m,database_x_m,grid_id
2,4,625,@2000.000@2000.000@grid1@z16@r00@c00.png,2000.0,2000.0,1
2,5,651,@4000.000@4000.000@grid1@z16@r01@c01.png,4000.0,4000.0,1
2,6,626,@2000.000@4000.000@grid1@z16@r00@c01.png,2000.0,4000.0,1
2,7,27,@3000.000@5000.000@grid0@z16@r01@c02.png,3000.0,5000.0,0
2,8,26,@3000.000@3000.000@grid0@z16@r01@c01.png,3000.0,3000.0,0
2,9,1,@1000.000@3000.000@grid0@z16@r00@c01.png,1000.0,3000.0,0
2,10,2,@1000.000@5000.000@grid0@z16@r00@c02.png,1000.0,5000.0,0
2,11,654,@4000.000@10000.000@grid1@z16@r01@c04.png,4000.0,10000.0,1
2,12,55,@5000.000@11000.000@grid0@z16@r02@c05.png,5000.0,11000.0,0
2,13,54,@5000.000@9000.000@grid0@z16@r02@c04.png,5000.0,9000.0,0
2,14,30,@3000.000@11000.000@grid0@z16@r01@c05.png,3000.0,11000.0,0
2,15,29,@3000.000@9000.000@grid0@z16@r01@c04.png,3000.0,9000.0,0
3,1,3,@1000.000@7000.000@grid0@z16@r00@c03.png,1000.0,7000.0,0
3,2,627,@2000.000@6000.000@grid1@z16@r00@c02.png,2000.0,6000.0,1
3,3,628,@2000.000@8000.000@grid1@z16@r00@c03.png,2000.0,8000.0,1
3,4,653,@4000.000@8000.000@grid1@z16@r01@c03.png,4000.0,8000.0,1
3,5,652,@4000.000@6000.000@grid1@z16@r01@c02.png,4000.0,6000.0,1
3,6,628,@2000.000@8000.000@grid1@z16@r00@c03.png,2000.0,8000.0,1
3,7,29,@3000.000@9000.000@grid0@z16@r01@c04.png,3000.0,9000.0,0
3,8,28,@3000.000@7000.000@grid0@z16@r01@c03.png,3000.0,7000.0,0
3,9,3,@1000.000@7000.000@grid0@z16@r00@c03.png,1000.0,7000.0,0
3,10,4,@1000.000@9000.000@grid0@z16@r00@c04.png,1000.0,9000.0,0
3,11,27,@3000.000@5000.000@grid0@z16@r01@c02.png,3000.0,5000.0,0
3,12,652,@4000.000@6000.000@grid1@z16@r01@c02.png,4000.0,6000.0,1
3,13,651,@4000.000@4000.000@grid1@z16@r01@c01.png,4000.0,4000.0,1
3,14,626,@2000.000@4000.000@grid1@z16@r00@c01.png,2000.0,4000.0,1
3,15,627,@2000.000@6000.000@grid1@z16@r00@c02.png,2000.0,6000.0,1
4,1,30,@3000.000@11000.000@grid0@z16@r01@c05.png,3000.0,11000.0,0
4,2,654,@4000.000@10000.000@grid1@z16@r01@c04.png,4000.0,10000.0,1
4,3,655,@4000.000@12000.000@grid1@z16@r01@c05.png,4000.0,12000.0,1
4,4,629,@2000.000@10000.000@grid1@z16@r00@c04.png,2000.0,10000.0,1
4,5,630,@2000.000@12000.000@grid1@z16@r00@c05.png,2000.0,12000.0,1
4,6,6,@1000.000@13000.000@grid0@z16@r00@c06.png,1000.0,13000.0,0
4,7,630,@2000.000@12000.000@grid1@z16@r00@c05.png,2000.0,12000.0,1
4,8,631,@2000.000@14000.000@grid1@z16@r00@c06.png,2000.0,14000.0,1
4,9,655,@4000.000@12000.000@grid1@z16@r01@c05.png,4000.0,12000.0,1
4,10,656,@4000.000@14000.000@grid1@z16@r01@c06.png,4000.0,14000.0,1
4,11,629,@2000.000@10000.000@grid1@z16@r00@c04.png,2000.0,10000.0,1
4,12,29,@3000.000@9000.000@grid0@z16@r01@c04.png,3000.0,9000.0,0
4,13,30,@3000.000@11000.000@grid0@z16@r01@c05.png,3000.0,11000.0,0
4,14,4,@1000.000@9000.000@grid0@z16@r00@c04.png,1000.0,9000.0,0
4,15,5,@1000.000@11000.000@grid0@z16@r00@c05.png,1000.0,11000.0,0
5,1,5,@1000.000@11000.000@grid0@z16@r00@c05.png,1000.0,11000.0,0
5,2,630,@2000.000@12000.000@grid1@z16@r00@c05.png,2000.0,12000.0,1
5,3,629,@2000.000@10000.000@grid1@z16@r00@c04.png,2000.0,10000.0,1
5,4,654,@4000.000@10000.000@grid1@z16@r01@c04.png,4000.0,10000.0,1
5,5,655,@4000.000@12000.000@grid1@z16@r01@c05.png,4000.0,12000.0,1
5,6,6,@1000.000@13000.000@grid0@z16@r00@c06.png,1000.0,13000.0,0
5,7,630,@2000.000@12000.000@grid1@z16@r00@c05.png,2000.0,12000.0,1
5,8,631,@2000.000@14000.000@grid1@z16@r00@c06.png,2000.0,14000.0,1
5,9,655,@4000.000@12000.000@grid1@z16@r01@c05.png,4000.0,12000.0,1
5,10,656,@4000.000@14000.000@grid1@z16@r01@c06.png,4000.0,14000.0,1
5,11,37,@3000.000@25000.000@grid0@z16@r01@c12.png,3000.0,25000.0,0
5,12,662,@4000.000@26000.000@grid1@z16@r01@c12.png,4000.0,26000.0,1
5,13,661,@4000.000@24000.000@grid1@z16@r01@c11.png,4000.0,24000.0,1
5,14,636,@2000.000@24000.000@grid1@z16@r00@c11.png,2000.0,24000.0,1
5,15,637,@2000.000@26000.000@grid1@z16@r00@c12.png,2000.0,26000.0,1
6,1,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
6,2,684,@6000.000@20000.000@grid1@z16@r02@c09.png,6000.0,20000.0,1
6,3,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
6,4,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
6,5,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
6,6,6,@1000.000@13000.000@grid0@z16@r00@c06.png,1000.0,13000.0,0
6,7,630,@2000.000@12000.000@grid1@z16@r00@c05.png,2000.0,12000.0,1
6,8,631,@2000.000@14000.000@grid1@z16@r00@c06.png,2000.0,14000.0,1
6,9,655,@4000.000@12000.000@grid1@z16@r01@c05.png,4000.0,12000.0,1
6,10,656,@4000.000@14000.000@grid1@z16@r01@c06.png,4000.0,14000.0,1
6,11,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
6,12,61,@5000.000@23000.000@grid0@z16@r02@c11.png,5000.0,23000.0,0
6,13,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
6,14,85,@7000.000@21000.000@grid0@z16@r03@c10.png,7000.0,21000.0,0
6,15,86,@7000.000@23000.000@grid0@z16@r03@c11.png,7000.0,23000.0,0
7,1,7,@1000.000@15000.000@grid0@z16@r00@c07.png,1000.0,15000.0,0
7,2,631,@2000.000@14000.000@grid1@z16@r00@c06.png,2000.0,14000.0,1
7,3,632,@2000.000@16000.000@grid1@z16@r00@c07.png,2000.0,16000.0,1
7,4,657,@4000.000@16000.000@grid1@z16@r01@c07.png,4000.0,16000.0,1
7,5,656,@4000.000@14000.000@grid1@z16@r01@c06.png,4000.0,14000.0,1
7,6,6,@1000.000@13000.000@grid0@z16@r00@c06.png,1000.0,13000.0,0
7,7,630,@2000.000@12000.000@grid1@z16@r00@c05.png,2000.0,12000.0,1
7,8,631,@2000.000@14000.000@grid1@z16@r00@c06.png,2000.0,14000.0,1
7,9,655,@4000.000@12000.000@grid1@z16@r01@c05.png,4000.0,12000.0,1
7,10,656,@4000.000@14000.000@grid1@z16@r01@c06.png,4000.0,14000.0,1
7,11,631,@2000.000@14000.000@grid1@z16@r00@c06.png,2000.0,14000.0,1
7,12,32,@3000.000@15000.000@grid0@z16@r01@c07.png,3000.0,15000.0,0
7,13,6,@1000.000@13000.000@grid0@z16@r00@c06.png,1000.0,13000.0,0
7,14,7,@1000.000@15000.000@grid0@z16@r00@c07.png,1000.0,15000.0,0
7,15,31,@3000.000@13000.000@grid0@z16@r01@c06.png,3000.0,13000.0,0
8,1,658,@4000.000@18000.000@grid1@z16@r01@c08.png,4000.0,18000.0,1
8,2,59,@5000.000@19000.000@grid0@z16@r02@c09.png,5000.0,19000.0,0
8,3,58,@5000.000@17000.000@grid0@z16@r02@c08.png,5000.0,17000.0,0
8,4,33,@3000.000@17000.000@grid0@z16@r01@c08.png,3000.0,17000.0,0
8,5,34,@3000.000@19000.000@grid0@z16@r01@c09.png,3000.0,19000.0,0
8,6,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
8,7,61,@5000.000@23000.000@grid0@z16@r02@c11.png,5000.0,23000.0,0
8,8,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
8,9,85,@7000.000@21000.000@grid0@z16@r03@c10.png,7000.0,21000.0,0
8,10,86,@7000.000@23000.000@grid0@z16@r03@c11.png,7000.0,23000.0,0
8,11,35,@3000.000@21000.000@grid0@z16@r01@c10.png,3000.0,21000.0,0
8,12,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
8,13,635,@2000.000@22000.000@grid1@z16@r00@c10.png,2000.0,22000.0,1
8,14,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
8,15,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
9,1,9,@1000.000@19000.000@grid0@z16@r00@c09.png,1000.0,19000.0,0
9,2,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
9,3,633,@2000.000@18000.000@grid1@z16@r00@c08.png,2000.0,18000.0,1
9,4,658,@4000.000@18000.000@grid1@z16@r01@c08.png,4000.0,18000.0,1
9,5,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
9,6,62,@5000.000@25000.000@grid0@z16@r02@c12.png,5000.0,25000.0,0
9,7,662,@4000.000@26000.000@grid1@z16@r01@c12.png,4000.0,26000.0,1
9,8,661,@4000.000@24000.000@grid1@z16@r01@c11.png,4000.0,24000.0,1
9,9,687,@6000.000@26000.000@grid1@z16@r02@c12.png,6000.0,26000.0,1
9,10,686,@6000.000@24000.000@grid1@z16@r02@c11.png,6000.0,24000.0,1
9,11,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
9,12,35,@3000.000@21000.000@grid0@z16@r01@c10.png,3000.0,21000.0,0
9,13,10,@1000.000@21000.000@grid0@z16@r00@c10.png,1000.0,21000.0,0
9,14,34,@3000.000@19000.000@grid0@z16@r01@c09.png,3000.0,19000.0,0
9,15,9,@1000.000@19000.000@grid0@z16@r00@c09.png,1000.0,19000.0,0
10,1,10,@1000.000@21000.000@grid0@z16@r00@c10.png,1000.0,21000.0,0
10,2,635,@2000.000@22000.000@grid1@z16@r00@c10.png,2000.0,22000.0,1
10,3,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
10,4,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
10,5,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
10,6,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
10,7,61,@5000.000@23000.000@grid0@z16@r02@c11.png,5000.0,23000.0,0
10,8,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
10,9,85,@7000.000@21000.000@grid0@z16@r03@c10.png,7000.0,21000.0,0
10,10,86,@7000.000@23000.000@grid0@z16@r03@c11.png,7000.0,23000.0,0
10,11,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
10,12,684,@6000.000@20000.000@grid1@z16@r02@c09.png,6000.0,20000.0,1
10,13,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
10,14,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
10,15,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
11,1,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
11,2,35,@3000.000@21000.000@grid0@z16@r01@c10.png,3000.0,21000.0,0
11,3,10,@1000.000@21000.000@grid0@z16@r00@c10.png,1000.0,21000.0,0
11,4,34,@3000.000@19000.000@grid0@z16@r01@c09.png,3000.0,19000.0,0
11,5,9,@1000.000@19000.000@grid0@z16@r00@c09.png,1000.0,19000.0,0
11,6,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
11,7,61,@5000.000@23000.000@grid0@z16@r02@c11.png,5000.0,23000.0,0
11,8,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
11,9,85,@7000.000@21000.000@grid0@z16@r03@c10.png,7000.0,21000.0,0
11,10,86,@7000.000@23000.000@grid0@z16@r03@c11.png,7000.0,23000.0,0
11,11,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
11,12,684,@6000.000@20000.000@grid1@z16@r02@c09.png,6000.0,20000.0,1
11,13,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
11,14,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
11,15,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
12,1,60,@5000.000@21000.000@grid0@z16@r02@c10.png,5000.0,21000.0,0
12,2,684,@6000.000@20000.000@grid1@z16@r02@c09.png,6000.0,20000.0,1
12,3,685,@6000.000@22000.000@grid1@z16@r02@c10.png,6000.0,22000.0,1
12,4,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
12,5,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
12,6,12,@1000.000@25000.000@grid0@z16@r00@c12.png,1000.0,25000.0,0
12,7,637,@2000.000@26000.000@grid1@z16@r00@c12.png,2000.0,26000.0,1
12,8,636,@2000.000@24000.000@grid1@z16@r00@c11.png,2000.0,24000.0,1
12,9,662,@4000.000@26000.000@grid1@z16@r01@c12.png,4000.0,26000.0,1
12,10,661,@4000.000@24000.000@grid1@z16@r01@c11.png,4000.0,24000.0,1
12,11,10,@1000.000@21000.000@grid0@z16@r00@c10.png,1000.0,21000.0,0
12,12,635,@2000.000@22000.000@grid1@z16@r00@c10.png,2000.0,22000.0,1
12,13,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
12,14,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
12,15,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
13,1,13,@1000.000@27000.000@grid0@z16@r00@c13.png,1000.0,27000.0,0
13,2,637,@2000.000@26000.000@grid1@z16@r00@c12.png,2000.0,26000.0,1
13,3,638,@2000.000@28000.000@grid1@z16@r00@c13.png,2000.0,28000.0,1
13,4,662,@4000.000@26000.000@grid1@z16@r01@c12.png,4000.0,26000.0,1
13,5,663,@4000.000@28000.000@grid1@z16@r01@c13.png,4000.0,28000.0,1
13,6,687,@6000.000@26000.000@grid1@z16@r02@c12.png,6000.0,26000.0,1
13,7,62,@5000.000@25000.000@grid0@z16@r02@c12.png,5000.0,25000.0,0
13,8,63,@5000.000@27000.000@grid0@z16@r02@c13.png,5000.0,27000.0,0
13,9,88,@7000.000@27000.000@grid0@z16@r03@c13.png,7000.0,27000.0,0
13,10,87,@7000.000@25000.000@grid0@z16@r03@c12.png,7000.0,25000.0,0
13,11,662,@4000.000@26000.000@grid1@z16@r01@c12.png,4000.0,26000.0,1
13,12,38,@3000.000@27000.000@grid0@z16@r01@c13.png,3000.0,27000.0,0
13,13,37,@3000.000@25000.000@grid0@z16@r01@c12.png,3000.0,25000.0,0
13,14,63,@5000.000@27000.000@grid0@z16@r02@c13.png,5000.0,27000.0,0
13,15,62,@5000.000@25000.000@grid0@z16@r02@c12.png,5000.0,25000.0,0
14,1,11,@1000.000@23000.000@grid0@z16@r00@c11.png,1000.0,23000.0,0
14,2,635,@2000.000@22000.000@grid1@z16@r00@c10.png,2000.0,22000.0,1
14,3,636,@2000.000@24000.000@grid1@z16@r00@c11.png,2000.0,24000.0,1
14,4,661,@4000.000@24000.000@grid1@z16@r01@c11.png,4000.0,24000.0,1
14,5,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
14,6,59,@5000.000@19000.000@grid0@z16@r02@c09.png,5000.0,19000.0,0
14,7,684,@6000.000@20000.000@grid1@z16@r02@c09.png,6000.0,20000.0,1
14,8,683,@6000.000@18000.000@grid1@z16@r02@c08.png,6000.0,18000.0,1
14,9,658,@4000.000@18000.000@grid1@z16@r01@c08.png,4000.0,18000.0,1
14,10,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
14,11,35,@3000.000@21000.000@grid0@z16@r01@c10.png,3000.0,21000.0,0
14,12,660,@4000.000@22000.000@grid1@z16@r01@c10.png,4000.0,22000.0,1
14,13,635,@2000.000@22000.000@grid1@z16@r00@c10.png,2000.0,22000.0,1
14,14,659,@4000.000@20000.000@grid1@z16@r01@c09.png,4000.0,20000.0,1
14,15,634,@2000.000@20000.000@grid1@z16@r00@c09.png,2000.0,20000.0,1
15,1,15,@1000.000@31000.000@grid0@z16@r00@c15.png,1000.0,31000.0,0
15,2,640,@2000.000@32000.000@grid1@z16@r00@c15.png,2000.0,32000.0,1
15,3,639,@2000.000@30000.000@grid1@z16@r00@c14.png,2000.0,30000.0,1
15,4,665,@4000.000@32000.000@grid1@z16@r01@c15.png,4000.0,32000.0,1
15,5,664,@4000.000@30000.000@grid1@z16@r01@c14.png,4000.0,30000.0,1
15,6,640,@2000.000@32000.000@grid1@z16@r00@c15.png,2000.0,32000.0,1
15,7,16,@1000.000@33000.000@grid0@z16@r00@c16.png,1000.0,33000.0,0
15,8,41,@3000.000@33000.000@grid0@z16@r01@c16.png,3000.0,33000.0,0
15,9,15,@1000.000@31000.000@grid0@z16@r00@c15.png,1000.0,31000.0,0
15,10,40,@3000.000@31000.000@grid0@z16@r01@c15.png,3000.0,31000.0,0
15,11,39,@3000.000@29000.000@grid0@z16@r01@c14.png,3000.0,29000.0,0
15,12,663,@4000.000@28000.000@grid1@z16@r01@c13.png,4000.0,28000.0,1
15,13,664,@4000.000@30000.000@grid1@z16@r01@c14.png,4000.0,30000.0,1
15,14,639,@2000.000@30000.000@grid1@z16@r00@c14.png,2000.0,30000.0,1
15,15,638,@2000.000@28000.000@grid1@z16@r00@c13.png,2000.0,28000.0,1
16,1,16,@1000.000@33000.000@grid0@z16@r00@c16.png,1000.0,33000.0,0
16,2,640,@2000.000@32000.000@grid1@z16@r00@c15.png,2000.0,32000.0,1
16,3,641,@2000.000@34000.000@grid1@z16@r00@c16.png,2000.0,34000.0,1
16,4,666,@4000.000@34000.000@grid1@z16@r01@c16.png,4000.0,34000.0,1
16,5,665,@4000.000@32000.000@grid1@z16@r01@c15.png,4000.0,32000.0,1
16,6,638,@2000.000@28000.000@grid1@z16@r00@c13.png,2000.0,28000.0,1
16,7,38,@3000.000@27000.000@grid0@z16@r01@c13.png,3000.0,27000.0,0
16,8,39,@3000.000@29000.000@grid0@z16@r01@c14.png,3000.0,29000.0,0
16,9,14,@1000.000@29000.000@grid0@z16@r00@c14.png,1000.0,29000.0,0
16,10,13,@1000.000@27000.000@grid0@z16@r00@c13.png,1000.0,27000.0,0
16,11,17,@1000.000@35000.000@grid0@z16@r00@c17.png,1000.0,35000.0,0
16,12,641,@2000.000@34000.000@grid1@z16@r00@c16.png,2000.0,34000.0,1
16,13,642,@2000.000@36000.000@grid1@z16@r00@c17.png,2000.0,36000.0,1
16,14,643,@2000.000@38000.000@grid1@z16@r00@c18.png,2000.0,38000.0,1
16,15,666,@4000.000@34000.000@grid1@z16@r01@c16.png,4000.0,34000.0,1
17,1,668,@4000.000@38000.000@grid1@z16@r01@c18.png,4000.0,38000.0,1
17,2,43,@3000.000@37000.000@grid0@z16@r01@c18.png,3000.0,37000.0,0
17,3,44,@3000.000@39000.000@grid0@z16@r01@c19.png,3000.0,39000.0,0
17,4,69,@5000.000@39000.000@grid0@z16@r02@c19.png,5000.0,39000.0,0
17,5,68,@5000.000@37000.000@grid0@z16@r02@c18.png,5000.0,37000.0,0
17,6,17,@1000.000@35000.000@grid0@z16@r00@c17.png,1000.0,35000.0,0
17,7,641,@2000.000@34000.000@grid1@z16@r00@c16.png,2000.0,34000.0,1
17,8,642,@2000.000@36000.000@grid1@z16@r00@c17.png,2000.0,36000.0,1
17,9,643,@2000.000@38000.000@grid1@z16@r00@c18.png,2000.0,38000.0,1
17,10,666,@4000.000@34000.000@grid1@z16@r01@c16.png,4000.0,34000.0,1
17,11,643,@2000.000@38000.000@grid1@z16@r00@c18.png,2000.0,38000.0,1
17,12,19,@1000.000@39000.000@grid0@z16@r00@c19.png,1000.0,39000.0,0
17,13,18,@1000.000@37000.000@grid0@z16@r00@c18.png,1000.0,37000.0,0
17,14,43,@3000.000@37000.000@grid0@z16@r01@c18.png,3000.0,37000.0,0
17,15,44,@3000.000@39000.000@grid0@z16@r01@c19.png,3000.0,39000.0,0
18,1,18,@1000.000@37000.000@grid0@z16@r00@c18.png,1000.0,37000.0,0
18,2,642,@2000.000@36000.000@grid1@z16@r00@c17.png,2000.0,36000.0,1
18,3,643,@2000.000@38000.000@grid1@z16@r00@c18.png,2000.0,38000.0,1
18,4,641,@2000.000@34000.000@grid1@z16@r00@c16.png,2000.0,34000.0,1
18,5,644,@2000.000@40000.000@grid1@z16@r00@c19.png,2000.0,40000.0,1
18,6,39,@3000.000@29000.000@grid0@z16@r01@c14.png,3000.0,29000.0,0
18,7,663,@4000.000@28000.000@grid1@z16@r01@c13.png,4000.0,28000.0,1
18,8,664,@4000.000@30000.000@grid1@z16@r01@c14.png,4000.0,30000.0,1
18,9,639,@2000.000@30000.000@grid1@z16@r00@c14.png,2000.0,30000.0,1
18,10,638,@2000.000@28000.000@grid1@z16@r00@c13.png,2000.0,28000.0,1
18,11,15,@1000.000@31000.000@grid0@z16@r00@c15.png,1000.0,31000.0,0
18,12,640,@2000.000@32000.000@grid1@z16@r00@c15.png,2000.0,32000.0,1
18,13,639,@2000.000@30000.000@grid1@z16@r00@c14.png,2000.0,30000.0,1
18,14,665,@4000.000@32000.000@grid1@z16@r01@c15.png,4000.0,32000.0,1
18,15,664,@4000.000@30000.000@grid1@z16@r01@c14.png,4000.0,30000.0,1
19,1,646,@2000.000@44000.000@grid1@z16@r00@c21.png,2000.0,44000.0,1
19,2,21,@1000.000@43000.000@grid0@z16@r00@c21.png,1000.0,43000.0,0
19,3,46,@3000.000@43000.000@grid0@z16@r01@c21.png,3000.0,43000.0,0
19,4,47,@3000.000@45000.000@grid0@z16@r01@c22.png,3000.0,45000.0,0
19,5,22,@1000.000@45000.000@grid0@z16@r00@c22.png,1000.0,45000.0,0
19,6,695,@6000.000@42000.000@grid1@z16@r02@c20.png,6000.0,42000.0,1
19,7,70,@5000.000@41000.000@grid0@z16@r02@c20.png,5000.0,41000.0,0
19,8,71,@5000.000@43000.000@grid0@z16@r02@c21.png,5000.0,43000.0,0
19,9,96,@7000.000@43000.000@grid0@z16@r03@c21.png,7000.0,43000.0,0
19,10,95,@7000.000@41000.000@grid0@z16@r03@c20.png,7000.0,41000.0,0
19,11,696,@6000.000@44000.000@grid1@z16@r02@c21.png,6000.0,44000.0,1
19,12,72,@5000.000@45000.000@grid0@z16@r02@c22.png,5000.0,45000.0,0
19,13,71,@5000.000@43000.000@grid0@z16@r02@c21.png,5000.0,43000.0,0
19,14,97,@7000.000@45000.000@grid0@z16@r03@c22.png,7000.0,45000.0,0
19,15,96,@7000.000@43000.000@grid0@z16@r03@c21.png,7000.0,43000.0,0
20,1,69,@5000.000@39000.000@grid0@z16@r02@c19.png,5000.0,39000.0,0
20,2,668,@4000.000@38000.000@grid1@z16@r01@c18.png,4000.0,38000.0,1
20,3,669,@4000.000@40000.000@grid1@z16@r01@c19.png,4000.0,40000.0,1
20,4,694,@6000.000@40000.000@grid1@z16@r02@c19.png,6000.0,40000.0,1
20,5,693,@6000.000@38000.000@grid1@z16@r02@c18.png,6000.0,38000.0,1
20,6,645,@2000.000@42000.000@grid1@z16@r00@c20.png,2000.0,42000.0,1
20,7,21,@1000.000@43000.000@grid0@z16@r00@c21.png,1000.0,43000.0,0
20,8,20,@1000.000@41000.000@grid0@z16@r00@c20.png,1000.0,41000.0,0
20,9,46,@3000.000@43000.000@grid0@z16@r01@c21.png,3000.0,43000.0,0
20,10,45,@3000.000@41000.000@grid0@z16@r01@c20.png,3000.0,41000.0,0
20,11,669,@4000.000@40000.000@grid1@z16@r01@c19.png,4000.0,40000.0,1
20,12,44,@3000.000@39000.000@grid0@z16@r01@c19.png,3000.0,39000.0,0
20,13,45,@3000.000@41000.000@grid0@z16@r01@c20.png,3000.0,41000.0,0
20,14,70,@5000.000@41000.000@grid0@z16@r02@c20.png,5000.0,41000.0,0
20,15,69,@5000.000@39000.000@grid0@z16@r02@c19.png,5000.0,39000.0,0
21,1,644,@2000.000@40000.000@grid1@z16@r00@c19.png,2000.0,40000.0,1
