query_index,query_name,rank,database_index,database_name,distance,is_positive,query_y_m,query_x_m,database_y_m,database_x_m
2,@768.000@1792.000@synthetic_geotiff@000002.png,4,2,@512@1536@grid0@z17,0.4000251293182373,True,937.5,2187.5,625.0,1875.0
2,@768.000@1792.000@synthetic_geotiff@000002.png,5,38,@3072@2048@grid0@z17,0.4047778844833374,False,937.5,2187.5,3750.0,2500.0
3,@768.000@2304.000@synthetic_geotiff@000003.png,1,52,@768@2304@grid1@z17,0.19374509155750275,True,937.5,2812.5,937.5,2812.5
3,@768.000@2304.000@synthetic_geotiff@000003.png,2,4,@512@2560@grid0@z17,0.21146750450134277,True,937.5,2812.5,625.0,3125.0
3,@768.000@2304.000@synthetic_geotiff@000003.png,3,10,@1024@2048@grid0@z17,0.23789900541305542,True,937.5,2812.5,1250.0,2500.0
3,@768.000@2304.000@synthetic_geotiff@000003.png,4,53,@768@2816@grid1@z17,0.27094757556915283,False,937.5,2812.5,937.5,3437.5
3,@768.000@2304.000@synthetic_geotiff@000003.png,5,3,@512@2048@grid0@z17,0.27318739891052246,True,937.5,2812.5,625.0,2500.0
4,@768.000@2816.000@synthetic_geotiff@000004.png,1,53,@768@2816@grid1@z17,0.25278469920158386,True,937.5,3437.5,937.5,3437.5
4,@768.000@2816.000@synthetic_geotiff@000004.png,2,58,@1280@1792@grid1@z17,0.29937994480133057,False,937.5,3437.5,1562.5,2187.5
4,@768.000@2816.000@synthetic_geotiff@000004.png,3,4,@512@2560@grid0@z17,0.31051239371299744,True,937.5,3437.5,625.0,3125.0
4,@768.000@2816.000@synthetic_geotiff@000004.png,4,5,@512@3072@grid0@z17,0.3258969783782959,True,937.5,3437.5,625.0,3750.0
4,@768.000@2816.000@synthetic_geotiff@000004.png,5,10,@1024@2048@grid0@z17,0.33065009117126465,False,937.5,3437.5,1250.0,2500.0
5,@768.000@3328.000@synthetic_geotiff@000005.png,1,54,@768@3328@grid1@z17,0.24951951205730438,True,937.5,4062.5,937.5,4062.5
5,@768.000@3328.000@synthetic_geotiff@000005.png,2,12,@1024@3072@grid0@z17,0.35152068734169006,True,937.5,4062.5,1250.0,3750.0
5,@768.000@3328.000@synthetic_geotiff@000005.png,3,24,@2048@2048@grid0@z17,0.37919408082962036,False,937.5,4062.5,2500.0,2500.0
5,@768.000@3328.000@synthetic_geotiff@000005.png,4,60,@1280@2816@grid1@z17,0.3881787359714508,False,937.5,4062.5,1562.5,3437.5
5,@768.000@3328.000@synthetic_geotiff@000005.png,5,6,@512@3584@grid0@z17,0.39050281047821045,True,937.5,4062.5,625.0,4375.0
6,@1280.000@768.000@synthetic_geotiff@000006.png,1,56,@1280@768@grid1@z17,0.2743808627128601,True,1562.5,937.5,1562.5,937.5
6,@1280.000@768.000@synthetic_geotiff@000006.png,2,16,@1536@1536@grid0@z17,0.35453569889068604,False,1562.5,937.5,1875.0,1875.0
6,@1280.000@768.000@synthetic_geotiff@000006.png,3,50,@768@1280@grid1@z17,0.3780957758426666,False,1562.5,937.5,937.5,1562.5
6,@1280.000@768.000@synthetic_geotiff@000006.png,4,58,@1280@1792@grid1@z17,0.3830844759941101,False,1562.5,937.5,1562.5,2187.5
6,@1280.000@768.000@synthetic_geotiff@000006.png,5,71,@2304@1280@grid1@z17,0.3956961929798126,False,1562.5,937.5,2812.5,1562.5
7,@1280.000@1280.000@synthetic_geotiff@000007.png,1,57,@1280@1280@grid1@z17,0.2513514459133148,True,1562.5,1562.5,1562.5,1562.5
7,@1280.000@1280.000@synthetic_geotiff@000007.png,2,50,@768@1280@grid1@z17,0.29811275005340576,False,1562.5,1562.5,937.5,1562.5
7,@1280.000@1280.000@synthetic_geotiff@000007.png,3,8,@1024@1024@grid0@z17,0.33139848709106445,True,1562.5,1562.5,1250.0,1250.0
7,@1280.000@1280.000@synthetic_geotiff@000007.png,4,16,@1536@1536@grid0@z17,0.33737659454345703,True,1562.5,1562.5,1875.0,1875.0
7,@1280.000@1280.000@synthetic_geotiff@000007.png,5,71,@2304@1280@grid1@z17,0.3555498719215393,False,1562.5,1562.5,2812.5,1562.5
8,@1280.000@1792.000@synthetic_geotiff@000008.png,1,58,@1280@1792@grid1@z17,0.2685771882534027,True,1562.5,2187.5,1562.5,2187.5
8,@1280.000@1792.000@synthetic_geotiff@000008.png,2,4,@512@2560@grid0@z17,0.34011372923851013,False,1562.5,2187.5,625.0,3125.0
8,@1280.000@1792.000@synthetic_geotiff@000008.png,3,53,@768@2816@grid1@z17,0.35670268535614014,False,1562.5,2187.5,937.5,3437.5
8,@1280.000@1792.000@synthetic_geotiff@000008.png,4,5,@512@3072@grid0@z17,0.3623785972595215,False,1562.5,2187.5,625.0,3750.0
8,@1280.000@1792.000@synthetic_geotiff@000008.png,5,16,@1536@1536@grid0@z17,0.3635428249835968,True,1562.5,2187.5,1875.0,1875.0
9,@1280.000@2304.000@synthetic_geotiff@000009.png,1,59,@1280@2304@grid1@z17,0.2937655448913574,True,1562.5,2812.5,1562.5,2812.5
9,@1280.000@2304.000@synthetic_geotiff@000009.png,2,90,@3328@3840@grid1@z17,0.3711707293987274,False,1562.5,2812.5,4062.5,4687.5
9,@1280.000@2304.000@synthetic_geotiff@000009.png,3,40,@3072@3072@grid0@z17,0.3785090148448944,False,1562.5,2812.5,3750.0,3750.0
9,@1280.000@2304.000@synthetic_geotiff@000009.png,4,5,@512@3072@grid0@z17,0.3800612688064575,False,1562.5,2812.5,625.0,3750.0
9,@1280.000@2304.000@synthetic_geotiff@000009.png,5,51,@768@1792@grid1@z17,0.38517019152641296,False,1562.5,2812.5,937.5,2187.5
10,@1280.000@3328.000@synthetic_geotiff@000011.png,1,60,@1280@2816@grid1@z17,0.2988193929195404,False,1562.5,4062.5,1562.5,3437.5
10,@1280.000@3328.000@synthetic_geotiff@000011.png,2,61,@1280@3328@grid1@z17,0.32723841071128845,True,1562.5,4062.5,1562.5,4062.5
10,@1280.000@3328.000@synthetic_geotiff@000011.png,3,12,@1024@3072@grid0@z17,0.3702719211578369,True,1562.5,4062.5,1250.0,3750.0
10,@1280.000@3328.000@synthetic_geotiff@000011.png,4,55,@768@3840@grid1@z17,0.3708805441856384,False,1562.5,4062.5,937.5,4687.5
10,@1280.000@3328.000@synthetic_geotiff@000011.png,5,69,@1792@3840@grid1@z17,0.3973718583583832,False,1562.5,4062.5,2187.5,4687.5
11,@1792.000@768.000@synthetic_geotiff@000012.png,1,63,@1792@768@grid1@z17,0.34221187233924866,True,2187.5,937.5,2187.5,937.5
11,@1792.000@768.000@synthetic_geotiff@000012.png,2,57,@1280@1280@grid1@z17,0.37294650077819824,False,2187.5,937.5,1562.5,1562.5
11,@1792.000@768.000@synthetic_geotiff@000012.png,3,5,@512@3072@grid0@z17,0.3950742185115814,False,2187.5,937.5,625.0,3750.0
11,@1792.000@768.000@synthetic_geotiff@000012.png,4,8,@1024@1024@grid0@z17,0.3975786566734314,False,2187.5,937.5,1250.0,1250.0
11,@1792.000@768.000@synthetic_geotiff@000012.png,5,50,@768@1280@grid1@z17,0.40976548194885254,False,2187.5,937.5,937.5,1562.5
12,@1792.000@1280.000@synthetic_geotiff@000013.png,1,64,@1792@1280@grid1@z17,0.23120203614234924,True,2187.5,1562.5,2187.5,1562.5
12,@1792.000@1280.000@synthetic_geotiff@000013.png,2,16,@1536@1536@grid0@z17,0.2803336977958679,True,2187.5,1562.5,1875.0,1875.0
12,@1792.000@1280.000@synthetic_geotiff@000013.png,3,57,@1280@1280@grid1@z17,0.30478164553642273,False,2187.5,1562.5,1562.5,1562.5
12,@1792.000@1280.000@synthetic_geotiff@000013.png,4,15,@1536@1024@grid0@z17,0.3104831278324127,True,2187.5,1562.5,1875.0,1250.0
12,@1792.000@1280.000@synthetic_geotiff@000013.png,5,71,@2304@1280@grid1@z17,0.3145342469215393,False,2187.5,1562.5,2812.5,1562.5
13,@1792.000@1792.000@synthetic_geotiff@000014.png,1,65,@1792@1792@grid1@z17,0.271192342042923,True,2187.5,2187.5,2187.5,2187.5
13,@1792.000@1792.000@synthetic_geotiff@000014.png,2,58,@1280@1792@grid1@z17,0.3178275227546692,False,2187.5,2187.5,1562.5,2187.5
13,@1792.000@1792.000@synthetic_geotiff@000014.png,3,4,@512@2560@grid0@z17,0.3235296607017517,False,2187.5,2187.5,625.0,3125.0
13,@1792.000@1792.000@synthetic_geotiff@000014.png,4,2,@512@1536@grid0@z17,0.35147008299827576,False,2187.5,2187.5,625.0,1875.0
13,@1792.000@1792.000@synthetic_geotiff@000014.png,5,10,@1024@2048@grid0@z17,0.36018335819244385,False,2187.5,2187.5,1250.0,2500.0
14,@1792.000@2304.000@synthetic_geotiff@000015.png,1,66,@1792@2304@grid1@z17,0.22968968749046326,True,2187.5,2812.5,2187.5,2812.5
14,@1792.000@2304.000@synthetic_geotiff@000015.png,2,60,@1280@2816@grid1@z17,0.3123573958873749,False,2187.5,2812.5,1562.5,3437.5
14,@1792.000@2304.000@synthetic_geotiff@000015.png,3,12,@1024@3072@grid0@z17,0.3224857449531555,False,2187.5,2812.5,1250.0,3750.0
14,@1792.000@2304.000@synthetic_geotiff@000015.png,4,24,@2048@2048@grid0@z17,0.35824573040008545,True,2187.5,2812.5,2500.0,2500.0
14,@1792.000@2304.000@synthetic_geotiff@000015.png,5,18,@1536@2560@grid0@z17,0.3783362805843353,True,2187.5,2812.5,1875.0,3125.0
15,@1792.000@2816.000@synthetic_geotiff@000016.png,1,25,@2048@2560@grid0@z17,0.2105596661567688,True,2187.5,3437.5,2500.0,3125.0
15,@1792.000@2816.000@synthetic_geotiff@000016.png,2,19,@1536@3072@grid0@z17,0.22076545655727386,True,2187.5,3437.5,1875.0,3750.0
15,@1792.000@2816.000@synthetic_geotiff@000016.png,3,67,@1792@2816@grid1@z17,0.227496936917305,True,2187.5,3437.5,2187.5,3437.5
15,@1792.000@2816.000@synthetic_geotiff@000016.png,4,74,@2304@2816@grid1@z17,0.23500405251979828,False,2187.5,3437.5,2812.5,3437.5
15,@1792.000@2816.000@synthetic_geotiff@000016.png,5,60,@1280@2816@grid1@z17,0.29861727356910706,False,2187.5,3437.5,1562.5,3437.5
16,@1792.000@3328.000@synthetic_geotiff@000017.png,1,68,@1792@3328@grid1@z17,0.25121989846229553,True,2187.5,4062.5,2187.5,4062.5
16,@1792.000@3328.000@synthetic_geotiff@000017.png,2,60,@1280@2816@grid1@z17,0.29319772124290466,False,2187.5,4062.5,1562.5,3437.5
16,@1792.000@3328.000@synthetic_geotiff@000017.png,3,12,@1024@3072@grid0@z17,0.336107462644577,False,2187.5,4062.5,1250.0,3750.0
16,@1792.000@3328.000@synthetic_geotiff@000017.png,4,27,@2048@3584@grid0@z17,0.3529898524284363,True,2187.5,4062.5,2500.0,4375.0
16,@1792.000@3328.000@synthetic_geotiff@000017.png,5,69,@1792@3840@grid1@z17,0.36109459400177,False,2187.5,4062.5,2187.5,4687.5
17,@2304.000@768.000@synthetic_geotiff@000018.png,1,70,@2304@768@grid1@z17,0.3341156244277954,True,2812.5,937.5,2812.5,937.5
17,@2304.000@768.000@synthetic_geotiff@000018.png,2,22,@2048@1024@grid0@z17,0.40513578057289124,True,2812.5,937.5,2500.0,1250.0
17,@2304.000@768.000@synthetic_geotiff@000018.png,3,43,@3584@1024@grid0@z17,0.4615265727043152,False,2812.5,937.5,4375.0,1250.0
17,@2304.000@768.000@synthetic_geotiff@000018.png,4,29,@2560@1024@grid0@z17,0.46272608637809753,True,2812.5,937.5,3125.0,1250.0
17,@2304.000@768.000@synthetic_geotiff@000018.png,5,14,@1536@512@grid0@z17,0.47101861238479614,False,2812.5,937.5,1875.0,625.0
18,@2304.000@1280.000@synthetic_geotiff@000019.png,1,71,@2304@1280@grid1@z17,0.2523394823074341,True,2812.5,1562.5,2812.5,1562.5
18,@2304.000@1280.000@synthetic_geotiff@000019.png,2,29,@2560@1024@grid0@z17,0.320620596408844,True,2812.5,1562.5,3125.0,1250.0
18,@2304.000@1280.000@synthetic_geotiff@000019.png,3,22,@2048@1024@grid0@z17,0.32832664251327515,True,2812.5,1562.5,2500.0,1250.0
18,@2304.000@1280.000@synthetic_geotiff@000019.png,4,57,@1280@1280@grid1@z17,0.3291834890842438,False,2812.5,1562.5,1562.5,1562.5
18,@2304.000@1280.000@synthetic_geotiff@000019.png,5,50,@768@1280@grid1@z17,0.3513283133506775,False,2812.5,1562.5,937.5,1562.5
19,@2304.000@2816.000@synthetic_geotiff@000022.png,1,74,@2304@2816@grid1@z17,0.24935287237167358,True,2812.5,3437.5,2812.5,3437.5
19,@2304.000@2816.000@synthetic_geotiff@000022.png,2,25,@2048@2560@grid0@z17,0.27090758085250854,True,2812.5,3437.5,2500.0,3125.0
19,@2304.000@2816.000@synthetic_geotiff@000022.png,3,19,@1536@3072@grid0@z17,0.2961726784706116,False,2812.5,3437.5,1875.0,3750.0
19,@2304.000@2816.000@synthetic_geotiff@000022.png,4,69,@1792@3840@grid1@z17,0.3198868930339813,False,2812.5,3437.5,2187.5,4687.5
19,@2304.000@2816.000@synthetic_geotiff@000022.png,5,60,@1280@2816@grid1@z17,0.3272753655910492,False,2812.5,3437.5,1562.5,3437.5
20,@2816.000@1792.000@synthetic_geotiff@000026.png,1,79,@2816@1792@grid1@z17,0.2508346736431122,True,3437.5,2187.5,3437.5,2187.5
20,@2816.000@1792.000@synthetic_geotiff@000026.png,2,87,@3328@2304@grid1@z17,0.2589721977710724,False,3437.5,2187.5,4062.5,2812.5
20,@2816.000@1792.000@synthetic_geotiff@000026.png,3,38,@3072@2048@grid0@z17,0.27402833104133606,True,3437.5,2187.5,3750.0,2500.0
20,@2816.000@1792.000@synthetic_geotiff@000026.png,4,88,@3328@2816@grid1@z17,0.3310701251029968,False,3437.5,2187.5,4062.5,3437.5
20,@2816.000@1792.000@synthetic_geotiff@000026.png,5,86,@3328@1792@grid1@z17,0.3342176377773285,False,3437.5,2187.5,4062.5,2187.5
21,@2816.000@2304.000@synthetic_geotiff@000027.png,1,80,@2816@2304@grid1@z17,0.2665266692638397,True,3437.5,2812.5,3437.5,2812.5
21,@2816.000@2304.000@synthetic_geotiff@000027.png,2,39,@3072@2560@grid0@z17,0.4279291331768036,True,3437.5,2812.5,3750.0,3125.0
21,@2816.000@2304.000@synthetic_geotiff@000027.png,3,51,@768@1792@grid1@z17,0.4388316571712494,False,3437.5,2812.5,937.5,2187.5
21,@2816.000@2304.000@synthetic_geotiff@000027.png,4,85,@3328@1280@grid1@z17,0.4504619240760803,False,3437.5,2812.5,4062.5,1562.5
21,@2816.000@2304.000@synthetic_geotiff@000027.png,5,30,@2560@1536@grid0@z17,0.4547954499721527,False,3437.5,2812.5,3125.0,1875.0
22,@2816.000@2816.000@synthetic_geotiff@000028.png,1,81,@2816@2816@grid1@z17,0.22442537546157837,True,3437.5,3437.5,3437.5,3437.5
22,@2816.000@2816.000@synthetic_geotiff@000028.png,2,39,@3072@2560@grid0@z17,0.4605049788951874,True,3437.5,3437.5,3750.0,3125.0
22,@2816.000@2816.000@synthetic_geotiff@000028.png,3,40,@3072@3072@grid0@z17,0.4797566533088684,True,3437.5,3437.5,3750.0,3750.0
22,@2816.000@2816.000@synthetic_geotiff@000028.png,4,46,@3584@2560@grid0@z17,0.4896511435508728,False,3437.5,3437.5,4375.0,3125.0
22,@2816.000@2816.000@synthetic_geotiff@000028.png,5,82,@2816@3328@grid1@z17,0.490190327167511,False,3437.5,3437.5,3437.5,4062.5
23,@2816.000@3328.000@synthetic_geotiff@000029.png,1,82,@2816@3328@grid1@z17,0.14090882241725922,True,3437.5,4062.5,3437.5,4062.5
23,@2816.000@3328.000@synthetic_geotiff@000029.png,2,81,@2816@2816@grid1@z17,0.35996049642562866,False,3437.5,4062.5,3437.5,3437.5
23,@2816.000@3328.000@synthetic_geotiff@000029.png,3,34,@2560@3584@grid0@z17,0.38793081045150757,True,3437.5,4062.5,3125.0,4375.0
23,@2816.000@3328.000@synthetic_geotiff@000029.png,4,76,@2304@3840@grid1@z17,0.4314408600330353,False,3437.5,4062.5,2812.5,4687.5
23,@2816.000@3328.000@synthetic_geotiff@000029.png,5,33,@2560@3072@grid0@z17,0.4331026077270508,True,3437.5,4062.5,3125.0,3750.0
24,@3328.000@768.000@synthetic_geotiff@000030.png,1,84,@3328@768@grid1@z17,0.27855125069618225,True,4062.5,937.5,4062.5,937.5
24,@3328.000@768.000@synthetic_geotiff@000030.png,2,36,@3072@1024@grid0@z17,0.3341251015663147,True,4062.5,937.5,3750.0,1250.0
24,@3328.000@768.000@synthetic_geotiff@000030.png,3,43,@3584@1024@grid0@z17,0.3727888762950897,True,4062.5,937.5,4375.0,1250.0
24,@3328.000@768.000@synthetic_geotiff@000030.png,4,85,@3328@1280@grid1@z17,0.3849583864212036,False,4062.5,937.5,4062.5,1562.5
24,@3328.000@768.000@synthetic_geotiff@000030.png,5,30,@2560@1536@grid0@z17,0.4080516993999481,False,4062.5,937.5,3125.0,1875.0
25,@3328.000@1280.000@synthetic_geotiff@000031.png,1,85,@3328@1280@grid1@z17,0.27126482129096985,True,4062.5,1562.5,4062.5,1562.5
25,@3328.000@1280.000@synthetic_geotiff@000031.png,2,71,@2304@1280@grid1@z17,0.38324037194252014,False,4062.5,1562.5,2812.5,1562.5
25,@3328.000@1280.000@synthetic_geotiff@000031.png,3,43,@3584@1024@grid0@z17,0.40046173334121704,True,4062.5,1562.5,4375.0,1250.0
25,@3328.000@1280.000@synthetic_geotiff@000031.png,4,80,@2816@2304@grid1@z17,0.4015697240829468,False,4062.5,1562.5,3437.5,2812.5
25,@3328.000@1280.000@synthetic_geotiff@000031.png,5,30,@2560@1536@grid0@z17,0.4064643383026123,False,4062.5,1562.5,3125.0,1875.0
26,@3328.000@1792.000@synthetic_geotiff@000032.png,1,38,@3072@2048@grid0@z17,0.31338727474212646,True,4062.5,2187.5,3750.0,2500.0
26,@3328.000@1792.000@synthetic_geotiff@000032.png,2,86,@3328@1792@grid1@z17,0.32585978507995605,True,4062.5,2187.5,4062.5,2187.5
26,@3328.000@1792.000@synthetic_geotiff@000032.png,3,87,@3328@2304@grid1@z17,0.32997485995292664,False,4062.5,2187.5,4062.5,2812.5
26,@3328.000@1792.000@synthetic_geotiff@000032.png,4,29,@2560@1024@grid0@z17,0.35301586985588074,False,4062.5,2187.5,3125.0,1250.0
26,@3328.000@1792.000@synthetic_geotiff@000032.png,5,37,@3072@1536@grid0@z17,0.369886577129364,True,4062.5,2187.5,3750.0,1875.0
27,@3328.000@2304.000@synthetic_geotiff@000033.png,1,87,@3328@2304@grid1@z17,0.2465890496969223,True,4062.5,2812.5,4062.5,2812.5
27,@3328.000@2304.000@synthetic_geotiff@000033.png,2,38,@3072@2048@grid0@z17,0.29812732338905334,True,4062.5,2812.5,3750.0,2500.0
27,@3328.000@2304.000@synthetic_geotiff@000033.png,3,79,@2816@1792@grid1@z17,0.34281063079833984,False,4062.5,2812.5,3437.5,2187.5
27,@3328.000@2304.000@synthetic_geotiff@000033.png,4,86,@3328@1792@grid1@z17,0.35215115547180176,False,4062.5,2812.5,4062.5,2187.5
27,@3328.000@2304.000@synthetic_geotiff@000033.png,5,88,@3328@2816@grid1@z17,0.37760937213897705,False,4062.5,2812.5,4062.5,3437.5
28,@3328.000@3328.000@synthetic_geotiff@000035.png,1,89,@3328@3328@grid1@z17,0.24809220433235168,True,4062.5,4062.5,4062.5,4062.5
28,@3328.000@3328.000@synthetic_geotiff@000035.png,2,36,@3072@1024@grid0@z17,0.464827299118042,False,4062.5,4062.5,3750.0,1250.0
28,@3328.000@3328.000@synthetic_geotiff@000035.png,3,28,@2560@512@grid0@z17,0.47445350885391235,False,4062.5,4062.5,3125.0,625.0
28,@3328.000@3328.000@synthetic_geotiff@000035.png,4,84,@3328@768@grid1@z17,0.4754787087440491,False,4062.5,4062.5,4062.5,937.5
28,@3328.000@3328.000@synthetic_geotiff@000035.png,5,30,@2560@1536@grid0@z17,0.47706514596939087,False,4062.5,4062.5,3125.0,1875.0
29,@2304.000@1792.000@synthetic_geotiff@000020.png,1,72,@2304@1792@grid1@z17,0.22896069288253784,True,2812.5,2187.5,2812.5,2187.5
29,@2304.000@1792.000@synthetic_geotiff@000020.png,2,30,@2560@1536@grid0@z17,0.30434155464172363,True,2812.5,2187.5,3125.0,1875.0
29,@2304.000@1792.000@synthetic_geotiff@000020.png,3,10,@1024@2048@grid0@z17,0.3192112445831299,False,2812.5,2187.5,1250.0,2500.0
29,@2304.000@1792.000@synthetic_geotiff@000020.png,4,58,@1280@1792@grid1@z17,0.3347942531108856,False,2812.5,2187.5,1562.5,2187.5
29,@2304.000@1792.000@synthetic_geotiff@000020.png,5,53,@768@2816@grid1@z17,0.3348993957042694,False,2812.5,2187.5,937.5,3437.5
30,@2304.000@2304.000@synthetic_geotiff@000021.png,1,73,@2304@2304@grid1@z17,0.29352667927742004,True,2812.5,2812.5,2812.5,2812.5
30,@2304.000@2304.000@synthetic_geotiff@000021.png,2,60,@1280@2816@grid1@z17,0.3414451479911804,False,2812.5,2812.5,1562.5,3437.5
30,@2304.000@2304.000@synthetic_geotiff@000021.png,3,69,@1792@3840@grid1@z17,0.39559587836265564,False,2812.5,2812.5,2187.5,4687.5
30,@2304.000@2304.000@synthetic_geotiff@000021.png,4,27,@2048@3584@grid0@z17,0.40258657932281494,False,2812.5,2812.5,2500.0,4375.0
30,@2304.000@2304.000@synthetic_geotiff@000021.png,5,74,@2304@2816@grid1@z17,0.42468464374542236,False,2812.5,2812.5,2812.5,3437.5
31,@2816.000@768.000@synthetic_geotiff@000024.png,1,77,@2816@768@grid1@z17,0.28818845748901367,True,3437.5,937.5,3437.5,937.5
31,@2816.000@768.000@synthetic_geotiff@000024.png,2,43,@3584@1024@grid0@z17,0.365914523601532,False,3437.5,937.5,4375.0,1250.0
31,@2816.000@768.000@synthetic_geotiff@000024.png,3,85,@3328@1280@grid1@z17,0.3708147704601288,False,3437.5,937.5,4062.5,1562.5
31,@2816.000@768.000@synthetic_geotiff@000024.png,4,35,@3072@512@grid0@z17,0.38653552532196045,True,3437.5,937.5,3750.0,625.0
31,@2816.000@768.000@synthetic_geotiff@000024.png,5,71,@2304@1280@grid1@z17,0.40358418226242065,False,3437.5,937.5,2812.5,1562.5
32,@2816.000@1280.000@synthetic_geotiff@000025.png,1,78,@2816@1280@grid1@z17,0.24392729997634888,True,3437.5,1562.5,3437.5,1562.5
32,@2816.000@1280.000@synthetic_geotiff@000025.png,2,30,@2560@1536@grid0@z17,0.35739511251449585,True,3437.5,1562.5,3125.0,1875.0
32,@2816.000@1280.000@synthetic_geotiff@000025.png,3,36,@3072@1024@grid0@z17,0.3786916434764862,True,3437.5,1562.5,3750.0,1250.0
32,@2816.000@1280.000@synthetic_geotiff@000025.png,4,39,@3072@2560@grid0@z17,0.4170289933681488,False,3437.5,1562.5,3750.0,3125.0
32,@2816.000@1280.000@synthetic_geotiff@000025.png,5,84,@3328@768@grid1@z17,0.4382258653640747,False,3437.5,1562.5,4062.5,937.5
33,@1280.000@2816.000@synthetic_geotiff@000010.png,1,60,@1280@2816@grid1@z17,0.21599180996418,True,1562.5,3437.5,1562.5,3437.5
33,@1280.000@2816.000@synthetic_geotiff@000010.png,2,12,@1024@3072@grid0@z17,0.3617011308670044,True,1562.5,3437.5,1250.0,3750.0
33,@1280.000@2816.000@synthetic_geotiff@000010.png,3,55,@768@3840@grid1@z17,0.3701621890068054,False,1562.5,3437.5,937.5,4687.5
33,@1280.000@2816.000@synthetic_geotiff@000010.png,4,24,@2048@2048@grid0@z17,0.37936824560165405,False,1562.5,3437.5,2500.0,2500.0
33,@1280.000@2816.000@synthetic_geotiff@000010.png,5,10,@1024@2048@grid0@z17,0.4066028594970703,False,1562.5,3437.5,1250.0,2500.0
34,@2304.000@3328.000@synthetic_geotiff@000023.png,1,75,@2304@3328@grid1@z17,0.2319219410419464,True,2812.5,4062.5,2812.5,4062.5
34,@2304.000@3328.000@synthetic_geotiff@000023.png,2,60,@1280@2816@grid1@z17,0.31533974409103394,False,2812.5,4062.5,1562.5,3437.5
34,@2304.000@3328.000@synthetic_geotiff@000023.png,3,12,@1024@3072@grid0@z17,0.3164783716201782,False,2812.5,4062.5,1250.0,3750.0
34,@2304.000@3328.000@synthetic_geotiff@000023.png,4,27,@2048@3584@grid0@z17,0.3347477614879608,True,2812.5,4062.5,2500.0,4375.0
34,@2304.000@3328.000@synthetic_geotiff@000023.png,5,69,@1792@3840@grid1@z17,0.3458014726638794,False,2812.5,4062.5,2187.5,4687.5
35,@3328.000@2816.000@synthetic_geotiff@000034.png,1,88,@3328@2816@grid1@z17,0.22403277456760406,True,4062.5,3437.5,4062.5,3437.5
35,@3328.000@2816.000@synthetic_geotiff@000034.png,2,40,@3072@3072@grid0@z17,0.3232443332672119,True,4062.5,3437.5,3750.0,3750.0
35,@3328.000@2816.000@synthetic_geotiff@000034.png,3,39,@3072@2560@grid0@z17,0.32994353771209717,True,4062.5,3437.5,3750.0,3125.0
35,@3328.000@2816.000@synthetic_geotiff@000034.png,4,38,@3072@2048@grid0@z17,0.3678223490715027,False,4062.5,3437.5,3750.0,2500.0
35,@3328.000@2816.000@synthetic_geotiff@000034.png,5,90,@3328@3840@grid1@z17,0.3734458088874817,False,4062.5,3437.5,4062.5,4687.5
