query_index,query_name,rank,database_index,database_name,distance,is_positive,query_y_m,query_x_m,database_y_m,database_x_m
2,@1000.000@5000.000@synthetic_query@z16@r00@c02.png,4,54,@5000.000@9000.000@grid0@z16@r02@c04.png,0.5538240671157837,False,1000.0,5000.0,5000.0,9000.0
2,@1000.000@5000.000@synthetic_query@z16@r00@c02.png,5,197,@15000.000@45000.000@grid0@z16@r07@c22.png,0.5809106230735779,False,1000.0,5000.0,15000.0,45000.0
3,@1000.000@7000.000@synthetic_query@z16@r00@c03.png,1,3,@1000.000@7000.000@grid0@z16@r00@c03.png,0.4540441632270813,True,1000.0,7000.0,1000.0,7000.0
3,@1000.000@7000.000@synthetic_query@z16@r00@c03.png,2,628,@2000.000@8000.000@grid1@z16@r00@c03.png,0.5248477458953857,True,1000.0,7000.0,2000.0,8000.0
3,@1000.000@7000.000@synthetic_query@z16@r00@c03.png,3,27,@3000.000@5000.000@grid0@z16@r01@c02.png,0.527052640914917,False,1000.0,7000.0,3000.0,5000.0
3,@1000.000@7000.000@synthetic_query@z16@r00@c03.png,4,30,@3000.000@11000.000@grid0@z16@r01@c05.png,0.5310958623886108,False,1000.0,7000.0,3000.0,11000.0
3,@1000.000@7000.000@synthetic_query@z16@r00@c03.png,5,2,@1000.000@5000.000@grid0@z16@r00@c02.png,0.533764123916626,False,1000.0,7000.0,1000.0,5000.0
4,@1000.000@9000.000@synthetic_query@z16@r00@c04.png,1,30,@3000.000@11000.000@grid0@z16@r01@c05.png,0.3910597860813141,False,1000.0,9000.0,3000.0,11000.0
4,@1000.000@9000.000@synthetic_query@z16@r00@c04.png,2,6,@1000.000@13000.000@grid0@z16@r00@c06.png,0.4255523085594177,False,1000.0,9000.0,1000.0,13000.0
4,@1000.000@9000.000@synthetic_query@z16@r00@c04.png,3,629,@2000.000@10000.000@grid1@z16@r00@c04.png,0.42599791288375854,True,1000.0,9000.0,2000.0,10000.0
4,@1000.000@9000.000@synthetic_query@z16@r00@c04.png,4,4,@1000.000@9000.000@grid0@z16@r00@c04.png,0.4323439598083496,True,1000.0,9000.0,1000.0,9000.0
4,@1000.000@9000.000@synthetic_query@z16@r00@c04.png,5,630,@2000.000@12000.000@grid1@z16@r00@c05.png,0.4492221176624298,False,1000.0,9000.0,2000.0,12000.0
5,@1000.000@11000.000@synthetic_query@z16@r00@c05.png,1,5,@1000.000@11000.000@grid0@z16@r00@c05.png,0.42762452363967896,True,1000.0,11000.0,1000.0,11000.0
5,@1000.000@11000.000@synthetic_query@z16@r00@c05.png,2,6,@1000.000@13000.000@grid0@z16@r00@c06.png,0.42969101667404175,False,1000.0,11000.0,1000.0,13000.0
5,@1000.000@11000.000@synthetic_query@z16@r00@c05.png,3,37,@3000.000@25000.000@grid0@z16@r01@c12.png,0.4661827087402344,False,1000.0,11000.0,3000.0,25000.0
5,@1000.000@11000.000@synthetic_query@z16@r00@c05.png,4,3,@1000.000@7000.000@grid0@z16@r00@c03.png,0.47512614727020264,False,1000.0,11000.0,1000.0,7000.0
5,@1000.000@11000.000@synthetic_query@z16@r00@c05.png,5,633,@2000.000@18000.000@grid1@z16@r00@c08.png,0.47824087738990784,False,1000.0,11000.0,2000.0,18000.0
6,@1000.000@13000.000@synthetic_query@z16@r00@c06.png,1,60,@5000.000@21000.000@grid0@z16@r02@c10.png,0.24024394154548645,False,1000.0,13000.0,5000.0,21000.0
6,@1000.000@13000.000@synthetic_query@z16@r00@c06.png,2,6,@1000.000@13000.000@grid0@z16@r00@c06.png,0.24493657052516937,True,1000.0,13000.0,1000.0,13000.0
6,@1000.000@13000.000@synthetic_query@z16@r00@c06.png,3,685,@6000.000@22000.000@grid1@z16@r02@c10.png,0.3209008276462555,False,1000.0,13000.0,6000.0,22000.0
6,@1000.000@13000.000@synthetic_query@z16@r00@c06.png,4,7,@1000.000@15000.000@grid0@z16@r00@c07.png,0.3323594927787781,False,1000.0,13000.0,1000.0,15000.0
6,@1000.000@13000.000@synthetic_query@z16@r00@c06.png,5,9,@1000.000@19000.000@grid0@z16@r00@c09.png,0.343703031539917,False,1000.0,13000.0,1000.0,19000.0
7,@1000.000@15000.000@synthetic_query@z16@r00@c07.png,1,7,@1000.000@15000.000@grid0@z16@r00@c07.png,0.2065964937210083,True,1000.0,15000.0,1000.0,15000.0
7,@1000.000@15000.000@synthetic_query@z16@r00@c07.png,2,6,@1000.000@13000.000@grid0@z16@r00@c06.png,0.22267156839370728,False,1000.0,15000.0,1000.0,13000.0
7,@1000.000@15000.000@synthetic_query@z16@r00@c07.png,3,631,@2000.000@14000.000@grid1@z16@r00@c06.png,0.27011293172836304,True,1000.0,15000.0,2000.0,14000.0
7,@1000.000@15000.000@synthetic_query@z16@r00@c07.png,4,630,@2000.000@12000.000@grid1@z16@r00@c05.png,0.27235347032546997,False,1000.0,15000.0,2000.0,12000.0
7,@1000.000@15000.000@synthetic_query@z16@r00@c07.png,5,60,@5000.000@21000.000@grid0@z16@r02@c10.png,0.30489030480384827,False,1000.0,15000.0,5000.0,21000.0
8,@1000.000@17000.000@synthetic_query@z16@r00@c08.png,1,658,@4000.000@18000.000@grid1@z16@r01@c08.png,0.21048539876937866,False,1000.0,17000.0,4000.0,18000.0
8,@1000.000@17000.000@synthetic_query@z16@r00@c08.png,2,685,@6000.000@22000.000@grid1@z16@r02@c10.png,0.2218087911605835,False,1000.0,17000.0,6000.0,22000.0
8,@1000.000@17000.000@synthetic_query@z16@r00@c08.png,3,35,@3000.000@21000.000@grid0@z16@r01@c10.png,0.2282668650150299,False,1000.0,17000.0,3000.0,21000.0
8,@1000.000@17000.000@synthetic_query@z16@r00@c08.png,4,635,@2000.000@22000.000@grid1@z16@r00@c10.png,0.23601461946964264,False,1000.0,17000.0,2000.0,22000.0
8,@1000.000@17000.000@synthetic_query@z16@r00@c08.png,5,760,@12000.000@22000.000@grid1@z16@r05@c10.png,0.23612120747566223,False,1000.0,17000.0,12000.0,22000.0
9,@1000.000@19000.000@synthetic_query@z16@r00@c09.png,1,9,@1000.000@19000.000@grid0@z16@r00@c09.png,0.1693781614303589,True,1000.0,19000.0,1000.0,19000.0
9,@1000.000@19000.000@synthetic_query@z16@r00@c09.png,2,62,@5000.000@25000.000@grid0@z16@r02@c12.png,0.19547972083091736,False,1000.0,19000.0,5000.0,25000.0
9,@1000.000@19000.000@synthetic_query@z16@r00@c09.png,3,634,@2000.000@20000.000@grid1@z16@r00@c09.png,0.20686611533164978,True,1000.0,19000.0,2000.0,20000.0
9,@1000.000@19000.000@synthetic_query@z16@r00@c09.png,4,87,@7000.000@25000.000@grid0@z16@r03@c12.png,0.22313007712364197,False,1000.0,19000.0,7000.0,25000.0
9,@1000.000@19000.000@synthetic_query@z16@r00@c09.png,5,685,@6000.000@22000.000@grid1@z16@r02@c10.png,0.22374948859214783,False,1000.0,19000.0,6000.0,22000.0
10,@1000.000@21000.000@synthetic_query@z16@r00@c10.png,1,10,@1000.000@21000.000@grid0@z16@r00@c10.png,0.21448174118995667,True,1000.0,21000.0,1000.0,21000.0
10,@1000.000@21000.000@synthetic_query@z16@r00@c10.png,2,685,@6000.000@22000.000@grid1@z16@r02@c10.png,0.29296940565109253,False,1000.0,21000.0,6000.0,22000.0
10,@1000.000@21000.000@synthetic_query@z16@r00@c10.png,3,60,@5000.000@21000.000@grid0@z16@r02@c10.png,0.29861980676651,False,1000.0,21000.0,5000.0,21000.0
10,@1000.000@21000.000@synthetic_query@z16@r00@c10.png,4,62,@5000.000@25000.000@grid0@z16@r02@c12.png,0.30789804458618164,False,1000.0,21000.0,5000.0,25000.0
10,@1000.000@21000.000@synthetic_query@z16@r00@c10.png,5,9,@1000.000@19000.000@grid0@z16@r00@c09.png,0.31111839413642883,False,1000.0,21000.0,1000.0,19000.0
11,@1000.000@23000.000@synthetic_query@z16@r00@c11.png,1,634,@2000.000@20000.000@grid1@z16@r00@c09.png,0.22024962306022644,False,1000.0,23000.0,2000.0,20000.0
11,@1000.000@23000.000@synthetic_query@z16@r00@c11.png,2,685,@6000.000@22000.000@grid1@z16@r02@c10.png,0.22388698160648346,False,1000.0,23000.0,6000.0,22000.0
11,@1000.000@23000.000@synthetic_query@z16@r00@c11.png,3,60,@5000.000@21000.000@grid0@z16@r02@c10.png,0.22462353110313416,False,1000.0,23000.0,5000.0,21000.0
11,@1000.000@23000.000@synthetic_query@z16@r00@c11.png,4,11,@1000.000@23000.000@grid0@z16@r00@c11.png,0.2369445264339447,True,1000.0,23000.0,1000.0,23000.0
11,@1000.000@23000.000@synthetic_query@z16@r00@c11.png,5,711,@8000.000@24000.000@grid1@z16@r03@c11.png,0.23826713860034943,False,1000.0,23000.0,8000.0,24000.0
12,@1000.000@25000.000@synthetic_query@z16@r00@c12.png,1,60,@5000.000@21000.000@grid0@z16@r02@c10.png,0.2180263251066208,False,1000.0,25000.0,5000.0,21000.0
12,@1000.000@25000.000@synthetic_query@z16@r00@c12.png,2,12,@1000.000@25000.000@grid0@z16@r00@c12.png,0.24909956753253937,True,1000.0,25000.0,1000.0,25000.0
12,@1000.000@25000.000@synthetic_query@z16@r00@c12.png,3,10,@1000.000@21000.000@grid0@z16@r00@c10.png,0.2618814706802368,False,1000.0,25000.0,1000.0,21000.0
12,@1000.000@25000.000@synthetic_query@z16@r00@c12.png,4,6,@1000.000@13000.000@grid0@z16@r00@c06.png,0.2683182954788208,False,1000.0,25000.0,1000.0,13000.0
12,@1000.000@25000.000@synthetic_query@z16@r00@c12.png,5,685,@6000.000@22000.000@grid1@z16@r02@c10.png,0.27168768644332886,False,1000.0,25000.0,6000.0,22000.0
13,@1000.000@27000.000@synthetic_query@z16@r00@c13.png,1,13,@1000.000@27000.000@grid0@z16@r00@c13.png,0.1878759264945984,True,1000.0,27000.0,1000.0,27000.0
13,@1000.000@27000.000@synthetic_query@z16@r00@c13.png,2,687,@6000.000@26000.000@grid1@z16@r02@c12.png,0.21046879887580872,False,1000.0,27000.0,6000.0,26000.0
13,@1000.000@27000.000@synthetic_query@z16@r00@c13.png,3,662,@4000.000@26000.000@grid1@z16@r01@c12.png,0.2535203695297241,False,1000.0,27000.0,4000.0,26000.0
13,@1000.000@27000.000@synthetic_query@z16@r00@c13.png,4,684,@6000.000@20000.000@grid1@z16@r02@c09.png,0.2601047456264496,False,1000.0,27000.0,6000.0,20000.0
13,@1000.000@27000.000@synthetic_query@z16@r00@c13.png,5,37,@3000.000@25000.000@grid0@z16@r01@c12.png,0.2608826756477356,False,1000.0,27000.0,3000.0,25000.0
14,@1000.000@29000.000@synthetic_query@z16@r00@c14.png,1,11,@1000.000@23000.000@grid0@z16@r00@c11.png,0.1961730420589447,False,1000.0,29000.0,1000.0,23000.0
14,@1000.000@29000.000@synthetic_query@z16@r00@c14.png,2,59,@5000.000@19000.000@grid0@z16@r02@c09.png,0.20284411311149597,False,1000.0,29000.0,5000.0,19000.0
14,@1000.000@29000.000@synthetic_query@z16@r00@c14.png,3,35,@3000.000@21000.000@grid0@z16@r01@c10.png,0.21092545986175537,False,1000.0,29000.0,3000.0,21000.0
14,@1000.000@29000.000@synthetic_query@z16@r00@c14.png,4,36,@3000.000@23000.000@grid0@z16@r01@c11.png,0.23768329620361328,False,1000.0,29000.0,3000.0,23000.0
14,@1000.000@29000.000@synthetic_query@z16@r00@c14.png,5,62,@5000.000@25000.000@grid0@z16@r02@c12.png,0.23781177401542664,False,1000.0,29000.0,5000.0,25000.0
15,@1000.000@31000.000@synthetic_query@z16@r00@c15.png,1,15,@1000.000@31000.000@grid0@z16@r00@c15.png,0.19691520929336548,True,1000.0,31000.0,1000.0,31000.0
15,@1000.000@31000.000@synthetic_query@z16@r00@c15.png,2,640,@2000.000@32000.000@grid1@z16@r00@c15.png,0.2538294196128845,True,1000.0,31000.0,2000.0,32000.0
15,@1000.000@31000.000@synthetic_query@z16@r00@c15.png,3,39,@3000.000@29000.000@grid0@z16@r01@c14.png,0.2759588956832886,False,1000.0,31000.0,3000.0,29000.0
15,@1000.000@31000.000@synthetic_query@z16@r00@c15.png,4,639,@2000.000@30000.000@grid1@z16@r00@c14.png,0.277168869972229,True,1000.0,31000.0,2000.0,30000.0
15,@1000.000@31000.000@synthetic_query@z16@r00@c15.png,5,13,@1000.000@27000.000@grid0@z16@r00@c13.png,0.28530579805374146,False,1000.0,31000.0,1000.0,27000.0
16,@1000.000@33000.000@synthetic_query@z16@r00@c16.png,1,16,@1000.000@33000.000@grid0@z16@r00@c16.png,0.22537709772586823,True,1000.0,33000.0,1000.0,33000.0
16,@1000.000@33000.000@synthetic_query@z16@r00@c16.png,2,638,@2000.000@28000.000@grid1@z16@r00@c13.png,0.2809128165245056,False,1000.0,33000.0,2000.0,28000.0
16,@1000.000@33000.000@synthetic_query@z16@r00@c16.png,3,17,@1000.000@35000.000@grid0@z16@r00@c17.png,0.28398996591567993,False,1000.0,33000.0,1000.0,35000.0
16,@1000.000@33000.000@synthetic_query@z16@r00@c16.png,4,15,@1000.000@31000.000@grid0@z16@r00@c15.png,0.2853700816631317,False,1000.0,33000.0,1000.0,31000.0
16,@1000.000@33000.000@synthetic_query@z16@r00@c16.png,5,663,@4000.000@28000.000@grid1@z16@r01@c13.png,0.29631686210632324,False,1000.0,33000.0,4000.0,28000.0
17,@1000.000@35000.000@synthetic_query@z16@r00@c17.png,1,668,@4000.000@38000.000@grid1@z16@r01@c18.png,0.32608741521835327,False,1000.0,35000.0,4000.0,38000.0
17,@1000.000@35000.000@synthetic_query@z16@r00@c17.png,2,17,@1000.000@35000.000@grid0@z16@r00@c17.png,0.3380087614059448,True,1000.0,35000.0,1000.0,35000.0
17,@1000.000@35000.000@synthetic_query@z16@r00@c17.png,3,643,@2000.000@38000.000@grid1@z16@r00@c18.png,0.3760082721710205,False,1000.0,35000.0,2000.0,38000.0
17,@1000.000@35000.000@synthetic_query@z16@r00@c17.png,4,15,@1000.000@31000.000@grid0@z16@r00@c15.png,0.3882080912590027,False,1000.0,35000.0,1000.0,31000.0
17,@1000.000@35000.000@synthetic_query@z16@r00@c17.png,5,684,@6000.000@20000.000@grid1@z16@r02@c09.png,0.39127880334854126,False,1000.0,35000.0,6000.0,20000.0
18,@1000.000@37000.000@synthetic_query@z16@r00@c18.png,1,18,@1000.000@37000.000@grid0@z16@r00@c18.png,0.20143036544322968,True,1000.0,37000.0,1000.0,37000.0
18,@1000.000@37000.000@synthetic_query@z16@r00@c18.png,2,39,@3000.000@29000.000@grid0@z16@r01@c14.png,0.24036724865436554,False,1000.0,37000.0,3000.0,29000.0
18,@1000.000@37000.000@synthetic_query@z16@r00@c18.png,3,15,@1000.000@31000.000@grid0@z16@r00@c15.png,0.2572312653064728,False,1000.0,37000.0,1000.0,31000.0
18,@1000.000@37000.000@synthetic_query@z16@r00@c18.png,4,16,@1000.000@33000.000@grid0@z16@r00@c16.png,0.26436156034469604,False,1000.0,37000.0,1000.0,33000.0
18,@1000.000@37000.000@synthetic_query@z16@r00@c18.png,5,638,@2000.000@28000.000@grid1@z16@r00@c13.png,0.2739710807800293,False,1000.0,37000.0,2000.0,28000.0
19,@1000.000@39000.000@synthetic_query@z16@r00@c19.png,1,646,@2000.000@44000.000@grid1@z16@r00@c21.png,0.21398848295211792,False,1000.0,39000.0,2000.0,44000.0
19,@1000.000@39000.000@synthetic_query@z16@r00@c19.png,2,695,@6000.000@42000.000@grid1@z16@r02@c20.png,0.2311832308769226,False,1000.0,39000.0,6000.0,42000.0
19,@1000.000@39000.000@synthetic_query@z16@r00@c19.png,3,696,@6000.000@44000.000@grid1@z16@r02@c21.png,0.23202264308929443,False,1000.0,39000.0,6000.0,44000.0
19,@1000.000@39000.000@synthetic_query@z16@r00@c19.png,4,22,@1000.000@45000.000@grid0@z16@r00@c22.png,0.23525191843509674,False,1000.0,39000.0,1000.0,45000.0
19,@1000.000@39000.000@synthetic_query@z16@r00@c19.png,5,47,@3000.000@45000.000@grid0@z16@r01@c22.png,0.2520819306373596,False,1000.0,39000.0,3000.0,45000.0
20,@1000.000@41000.000@synthetic_query@z16@r00@c20.png,1,69,@5000.000@39000.000@grid0@z16@r02@c19.png,0.2217218577861786,False,1000.0,41000.0,5000.0,39000.0
20,@1000.000@41000.000@synthetic_query@z16@r00@c20.png,2,645,@2000.000@42000.000@grid1@z16@r00@c20.png,0.25681400299072266,True,1000.0,41000.0,2000.0,42000.0
20,@1000.000@41000.000@synthetic_query@z16@r00@c20.png,3,669,@4000.000@40000.000@grid1@z16@r01@c19.png,0.26648223400115967,False,1000.0,41000.0,4000.0,40000.0
20,@1000.000@41000.000@synthetic_query@z16@r00@c20.png,4,20,@1000.000@41000.000@grid0@z16@r00@c20.png,0.27667200565338135,True,1000.0,41000.0,1000.0,41000.0
20,@1000.000@41000.000@synthetic_query@z16@r00@c20.png,5,668,@4000.000@38000.000@grid1@z16@r01@c18.png,0.2828137278556824,False,1000.0,41000.0,4000.0,38000.0
21,@1000.000@43000.000@synthetic_query@z16@r00@c21.png,1,644,@2000.000@40000.000@grid1@z16@r00@c19.png,0.31933873891830444,False,1000.0,43000.0,2000.0,40000.0
21,@1000.000@43000.000@synthetic_query@z16@r00@c21.png,2,694,@6000.000@40000.000@grid1@z16@r02@c19.png,0.3700375258922577,False,1000.0,43000.0,6000.0,40000.0
21,@1000.000@43000.000@synthetic_query@z16@r00@c21.png,3,795,@14000.000@42000.000@grid1@z16@r06@c20.png,0.3924849033355713,False,1000.0,43000.0,14000.0,42000.0
21,@1000.000@43000.000@synthetic_query@z16@r00@c21.png,4,20,@1000.000@41000.000@grid0@z16@r00@c20.png,0.39287880063056946,False,1000.0,43000.0,1000.0,41000.0
21,@1000.000@43000.000@synthetic_query@z16@r00@c21.png,5,46,@3000.000@43000.000@grid0@z16@r01@c21.png,0.39439353346824646,False,1000.0,43000.0,3000.0,43000.0
22,@1000.000@45000.000@synthetic_query@z16@r00@c22.png,1,683,@6000.000@18000.000@grid1@z16@r02@c08.png,0.28970658779144287,False,1000.0,45000.0,6000.0,18000.0
22,@1000.000@45000.000@synthetic_query@z16@r00@c22.png,2,22,@1000.000@45000.000@grid0@z16@r00@c22.png,0.32158327102661133,True,1000.0,45000.0,1000.0,45000.0
22,@1000.000@45000.000@synthetic_query@z16@r00@c22.png,3,736,@10000.000@24000.000@grid1@z16@r04@c11.png,0.33579474687576294,False,1000.0,45000.0,10000.0,24000.0
22,@1000.000@45000.000@synthetic_query@z16@r00@c22.png,4,658,@4000.000@18000.000@grid1@z16@r01@c08.png,0.3438250422477722,False,1000.0,45000.0,4000.0,18000.0
22,@1000.000@45000.000@synthetic_query@z16@r00@c22.png,5,110,@9000.000@21000.000@grid0@z16@r04@c10.png,0.36707672476768494,False,1000.0,45000.0,9000.0,21000.0
23,@1000.000@47000.000@synthetic_query@z16@r00@c23.png,1,22,@1000.000@45000.000@grid0@z16@r00@c22.png,0.1890430450439453,False,1000.0,47000.0,1000.0,45000.0
23,@1000.000@47000.000@synthetic_query@z16@r00@c23.png,2,23,@1000.000@47000.000@grid0@z16@r00@c23.png,0.21003228425979614,True,1000.0,47000.0,1000.0,47000.0
23,@1000.000@47000.000@synthetic_query@z16@r00@c23.png,3,21,@1000.000@43000.000@grid0@z16@r00@c21.png,0.2175363302230835,False,1000.0,47000.0,1000.0,43000.0
23,@1000.000@47000.000@synthetic_query@z16@r00@c23.png,4,19,@1000.000@39000.000@grid0@z16@r00@c19.png,0.22189977765083313,False,1000.0,47000.0,1000.0,39000.0
23,@1000.000@47000.000@synthetic_query@z16@r00@c23.png,5,44,@3000.000@39000.000@grid0@z16@r01@c19.png,0.22294104099273682,False,1000.0,47000.0,3000.0,39000.0
24,@1000.000@49000.000@synthetic_query@z16@r00@c24.png,1,19,@1000.000@39000.000@grid0@z16@r00@c19.png,0.1637713462114334,False,1000.0,49000.0,1000.0,39000.0
24,@1000.000@49000.000@synthetic_query@z16@r00@c24.png,2,646,@2000.000@44000.000@grid1@z16@r00@c21.png,0.18953660130500793,False,1000.0,49000.0,2000.0,44000.0
24,@1000.000@49000.000@synthetic_query@z16@r00@c24.png,3,21,@1000.000@43000.000@grid0@z16@r00@c21.png,0.20621246099472046,False,1000.0,49000.0,1000.0,43000.0
24,@1000.000@49000.000@synthetic_query@z16@r00@c24.png,4,23,@1000.000@47000.000@grid0@z16@r00@c23.png,0.2110702395439148,False,1000.0,49000.0,1000.0,47000.0
24,@1000.000@49000.000@synthetic_query@z16@r00@c24.png,5,22,@1000.000@45000.000@grid0@z16@r00@c22.png,0.21929435431957245,False,1000.0,49000.0,1000.0,45000.0
25,@3000.000@1000.000@synthetic_query@z16@r01@c00.png,1,25,@3000.000@1000.000@grid0@z16@r01@c00.png,0.34791895747184753,True,3000.0,1000.0,3000.0,1000.0
25,@3000.000@1000.000@synthetic_query@z16@r01@c00.png,2,75,@7000.000@1000.000@grid0@z16@r03@c00.png,0.4286664128303528,False,3000.0,1000.0,7000.0,1000.0
25,@3000.000@1000.000@synthetic_query@z16@r01@c00.png,3,1,@1000.000@3000.000@grid0@z16@r00@c01.png,0.4881000816822052,False,3000.0,1000.0,1000.0,3000.0
25,@3000.000@1000.000@synthetic_query@z16@r01@c00.png,4,1126,@42000.000@4000.000@grid1@z16@r20@c01.png,0.5004212856292725,False,3000.0,1000.0,42000.0,4000.0
25,@3000.000@1000.000@synthetic_query@z16@r01@c00.png,5,50,@5000.000@1000.000@grid0@z16@r02@c00.png,0.5080791711807251,False,3000.0,1000.0,5000.0,1000.0
26,@3000.000@3000.000@synthetic_query@z16@r01@c01.png,1,1,@1000.000@3000.000@grid0@z16@r00@c01.png,0.26961687207221985,False,3000.0,3000.0,1000.0,3000.0
26,@3000.000@3000.000@synthetic_query@z16@r01@c01.png,2,26,@3000.000@3000.000@grid0@z16@r01@c01.png,0.37303751707077026,True,3000.0,3000.0,3000.0,3000.0
26,@3000.000@3000.000@synthetic_query@z16@r01@c01.png,3,626,@2000.000@4000.000@grid1@z16@r00@c01.png,0.4219496548175812,True,3000.0,3000.0,2000.0,4000.0
26,@3000.000@3000.000@synthetic_query@z16@r01@c01.png,4,651,@4000.000@4000.000@grid1@z16@r01@c01.png,0.4494156241416931,True,3000.0,3000.0,4000.0,4000.0
26,@3000.000@3000.000@synthetic_query@z16@r01@c01.png,5,875,@22000.000@2000.000@grid1@z16@r10@c00.png,0.4542149305343628,False,3000.0,3000.0,22000.0,2000.0
27,@3000.000@5000.000@synthetic_query@z16@r01@c02.png,1,27,@3000.000@5000.000@grid0@z16@r01@c02.png,0.38594627380371094,True,3000.0,5000.0,3000.0,5000.0
27,@3000.000@5000.000@synthetic_query@z16@r01@c02.png,2,627,@2000.000@6000.000@grid1@z16@r00@c02.png,0.40213844180107117,True,3000.0,5000.0,2000.0,6000.0
27,@3000.000@5000.000@synthetic_query@z16@r01@c02.png,3,28,@3000.000@7000.000@grid0@z16@r01@c03.png,0.5531622171401978,False,3000.0,5000.0,3000.0,7000.0
27,@3000.000@5000.000@synthetic_query@z16@r01@c02.png,4,2,@1000.000@5000.000@grid0@z16@r00@c02.png,0.6384161710739136,False,3000.0,5000.0,1000.0,5000.0
27,@3000.000@5000.000@synthetic_query@z16@r01@c02.png,5,652,@4000.000@6000.000@grid1@z16@r01@c02.png,0.6586964130401611,True,3000.0,5000.0,4000.0,6000.0
28,@3000.000@7000.000@synthetic_query@z16@r01@c03.png,1,627,@2000.000@6000.000@grid1@z16@r00@c02.png,0.35938823223114014,True,3000.0,7000.0,2000.0,6000.0
28,@3000.000@7000.000@synthetic_query@z16@r01@c03.png,2,27,@3000.000@5000.000@grid0@z16@r01@c02.png,0.398745059967041,False,3000.0,7000.0,3000.0,5000.0
28,@3000.000@7000.000@synthetic_query@z16@r01@c03.png,3,28,@3000.000@7000.000@grid0@z16@r01@c03.png,0.49939581751823425,True,3000.0,7000.0,3000.0,7000.0
28,@3000.000@7000.000@synthetic_query@z16@r01@c03.png,4,2,@1000.000@5000.000@grid0@z16@r00@c02.png,0.5452538728713989,False,3000.0,7000.0,1000.0,5000.0
28,@3000.000@7000.000@synthetic_query@z16@r01@c03.png,5,154,@13000.000@9000.000@grid0@z16@r06@c04.png,0.5460479855537415,False,3000.0,7000.0,13000.0,9000.0
29,@3000.000@9000.000@synthetic_query@z16@r01@c04.png,1,627,@2000.000@6000.000@grid1@z16@r00@c02.png,0.3389476239681244,False,3000.0,9000.0,2000.0,6000.0
29,@3000.000@9000.000@synthetic_query@z16@r01@c04.png,2,27,@3000.000@5000.000@grid0@z16@r01@c02.png,0.362412691116333,False,3000.0,9000.0,3000.0,5000.0
29,@3000.000@9000.000@synthetic_query@z16@r01@c04.png,3,28,@3000.000@7000.000@grid0@z16@r01@c03.png,0.43393751978874207,False,3000.0,9000.0,3000.0,7000.0
29,@3000.000@9000.000@synthetic_query@z16@r01@c04.png,4,652,@4000.000@6000.000@grid1@z16@r01@c02.png,0.5087795853614807,False,3000.0,9000.0,4000.0,6000.0
29,@3000.000@9000.000@synthetic_query@z16@r01@c04.png,5,2,@1000.000@5000.000@grid0@z16@r00@c02.png,0.5228688716888428,False,3000.0,9000.0,1000.0,5000.0
30,@3000.000@11000.000@synthetic_query@z16@r01@c05.png,1,30,@3000.000@11000.000@grid0@z16@r01@c05.png,0.2514703869819641,True,3000.0,11000.0,3000.0,11000.0
