query_index,query_name,rank,database_index,database_name,distance,is_positive,query_y_m,query_x_m,database_y_m,database_x_m
6,@768.000@4352.000@synthetic_geotiff@000007.png,5,153,@7424.000@5376.000@synthetic_geotiff@000191.png,0.6737213730812073,False,468.75,2656.25,4531.25,3281.25
7,@768.000@4864.000@synthetic_geotiff@000008.png,1,7,@768.000@4864.000@synthetic_geotiff@000008.png,0.6017869114875793,True,468.75,2968.75,468.75,2968.75
7,@768.000@4864.000@synthetic_geotiff@000008.png,2,73,@3840.000@768.000@synthetic_geotiff@000084.png,0.6100030541419983,False,468.75,2968.75,2343.75,468.75
7,@768.000@4864.000@synthetic_geotiff@000008.png,3,170,@5376.000@2304.000@synthetic_geotiff@000129.png,0.6112107038497925,False,468.75,2968.75,3281.25,1406.25
7,@768.000@4864.000@synthetic_geotiff@000008.png,4,127,@6400.000@1280.000@synthetic_geotiff@000155.png,0.6142714619636536,False,468.75,2968.75,3906.25,781.25
7,@768.000@4864.000@synthetic_geotiff@000008.png,5,63,@3328.000@1280.000@synthetic_geotiff@000071.png,0.6304603815078735,False,468.75,2968.75,2031.25,781.25
8,@768.000@5376.000@synthetic_geotiff@000009.png,1,8,@768.000@5376.000@synthetic_geotiff@000009.png,0.726348876953125,True,468.75,3281.25,468.75,3281.25
8,@768.000@5376.000@synthetic_geotiff@000009.png,2,53,@2816.000@2816.000@synthetic_geotiff@000060.png,0.7430428266525269,False,468.75,3281.25,1718.75,1718.75
8,@768.000@5376.000@synthetic_geotiff@000009.png,3,90,@4352.000@7424.000@synthetic_geotiff@000111.png,0.7481750845909119,False,468.75,3281.25,2656.25,4531.25
8,@768.000@5376.000@synthetic_geotiff@000009.png,4,73,@3840.000@768.000@synthetic_geotiff@000084.png,0.758831262588501,False,468.75,3281.25,2343.75,468.75
8,@768.000@5376.000@synthetic_geotiff@000009.png,5,43,@2304.000@4352.000@synthetic_geotiff@000049.png,0.7611271142959595,False,468.75,3281.25,1406.25,2656.25
9,@768.000@5888.000@synthetic_geotiff@000010.png,1,9,@768.000@5888.000@synthetic_geotiff@000010.png,0.6139143109321594,True,468.75,3593.75,468.75,3593.75
9,@768.000@5888.000@synthetic_geotiff@000010.png,2,55,@2816.000@3840.000@synthetic_geotiff@000062.png,0.6293640732765198,False,468.75,3593.75,1718.75,2343.75
9,@768.000@5888.000@synthetic_geotiff@000010.png,3,24,@1280.000@6912.000@synthetic_geotiff@000026.png,0.7426711320877075,False,468.75,3593.75,781.25,4218.75
9,@768.000@5888.000@synthetic_geotiff@000010.png,4,35,@1792.000@6400.000@synthetic_geotiff@000039.png,0.752008855342865,False,468.75,3593.75,1093.75,3906.25
9,@768.000@5888.000@synthetic_geotiff@000010.png,5,81,@3840.000@7424.000@synthetic_geotiff@000097.png,0.7643377780914307,False,468.75,3593.75,2343.75,4531.25
10,@768.000@6400.000@synthetic_geotiff@000011.png,1,10,@768.000@6400.000@synthetic_geotiff@000011.png,0.34627875685691833,True,468.75,3906.25,468.75,3906.25
10,@768.000@6400.000@synthetic_geotiff@000011.png,2,22,@1280.000@5888.000@synthetic_geotiff@000024.png,0.5418675541877747,False,468.75,3906.25,781.25,3593.75
10,@768.000@6400.000@synthetic_geotiff@000011.png,3,55,@2816.000@3840.000@synthetic_geotiff@000062.png,0.6861241459846497,False,468.75,3906.25,1718.75,2343.75
10,@768.000@6400.000@synthetic_geotiff@000011.png,4,68,@3328.000@3840.000@synthetic_geotiff@000076.png,0.6883159875869751,False,468.75,3906.25,2031.25,2343.75
10,@768.000@6400.000@synthetic_geotiff@000011.png,5,165,@3840.000@3840.000@synthetic_geotiff@000090.png,0.7126665115356445,False,468.75,3906.25,2343.75,2343.75
11,@768.000@6912.000@synthetic_geotiff@000012.png,1,56,@2816.000@4864.000@synthetic_geotiff@000064.png,0.40465694665908813,False,468.75,4218.75,1718.75,2968.75
11,@768.000@6912.000@synthetic_geotiff@000012.png,2,11,@768.000@6912.000@synthetic_geotiff@000012.png,0.447682648897171,True,468.75,4218.75,468.75,4218.75
11,@768.000@6912.000@synthetic_geotiff@000012.png,3,58,@2816.000@5888.000@synthetic_geotiff@000066.png,0.5145121812820435,False,468.75,4218.75,1718.75,3593.75
11,@768.000@6912.000@synthetic_geotiff@000012.png,4,45,@2304.000@5376.000@synthetic_geotiff@000051.png,0.5366992354393005,False,468.75,4218.75,1406.25,3281.25
11,@768.000@6912.000@synthetic_geotiff@000012.png,5,177,@1280.000@7424.000@synthetic_geotiff@000027.png,0.5448483228683472,False,468.75,4218.75,781.25,4531.25
12,@768.000@7424.000@synthetic_geotiff@000013.png,1,12,@768.000@7424.000@synthetic_geotiff@000013.png,0.33608919382095337,True,468.75,4531.25,468.75,4531.25
12,@768.000@7424.000@synthetic_geotiff@000013.png,2,182,@3840.000@4864.000@synthetic_geotiff@000092.png,0.5010834336280823,False,468.75,4531.25,2343.75,2968.75
12,@768.000@7424.000@synthetic_geotiff@000013.png,3,45,@2304.000@5376.000@synthetic_geotiff@000051.png,0.5427702069282532,False,468.75,4531.25,1406.25,3281.25
12,@768.000@7424.000@synthetic_geotiff@000013.png,4,165,@3840.000@3840.000@synthetic_geotiff@000090.png,0.575451135635376,False,468.75,4531.25,2343.75,2343.75
12,@768.000@7424.000@synthetic_geotiff@000013.png,5,60,@2816.000@6912.000@synthetic_geotiff@000068.png,0.5771352052688599,False,468.75,4531.25,1718.75,4218.75
13,@1280.000@768.000@synthetic_geotiff@000014.png,1,13,@1280.000@768.000@synthetic_geotiff@000014.png,0.49019867181777954,True,781.25,468.75,781.25,468.75
13,@1280.000@768.000@synthetic_geotiff@000014.png,2,55,@2816.000@3840.000@synthetic_geotiff@000062.png,0.5984413623809814,False,781.25,468.75,1718.75,2343.75
13,@1280.000@768.000@synthetic_geotiff@000014.png,3,1,@768.000@1280.000@synthetic_geotiff@000001.png,0.6167334914207458,False,781.25,468.75,468.75,781.25
13,@1280.000@768.000@synthetic_geotiff@000014.png,4,14,@1280.000@1280.000@synthetic_geotiff@000015.png,0.6212864518165588,False,781.25,468.75,781.25,781.25
13,@1280.000@768.000@synthetic_geotiff@000014.png,5,4,@768.000@3328.000@synthetic_geotiff@000005.png,0.6331207752227783,False,781.25,468.75,468.75,2031.25
14,@1280.000@1280.000@synthetic_geotiff@000015.png,1,14,@1280.000@1280.000@synthetic_geotiff@000015.png,0.355017751455307,True,781.25,781.25,781.25,781.25
14,@1280.000@1280.000@synthetic_geotiff@000015.png,2,1,@768.000@1280.000@synthetic_geotiff@000001.png,0.5544852614402771,False,781.25,781.25,468.75,781.25
14,@1280.000@1280.000@synthetic_geotiff@000015.png,3,13,@1280.000@768.000@synthetic_geotiff@000014.png,0.5869016647338867,False,781.25,781.25,781.25,468.75
14,@1280.000@1280.000@synthetic_geotiff@000015.png,4,4,@768.000@3328.000@synthetic_geotiff@000005.png,0.5902480483055115,False,781.25,781.25,468.75,2031.25
14,@1280.000@1280.000@synthetic_geotiff@000015.png,5,35,@1792.000@6400.000@synthetic_geotiff@000039.png,0.6244940161705017,False,781.25,781.25,1093.75,3906.25
15,@1280.000@2304.000@synthetic_geotiff@000017.png,1,15,@1280.000@2304.000@synthetic_geotiff@000017.png,0.36463433504104614,True,781.25,1406.25,781.25,1406.25
15,@1280.000@2304.000@synthetic_geotiff@000017.png,2,17,@1280.000@3328.000@synthetic_geotiff@000019.png,0.4570940136909485,False,781.25,1406.25,781.25,2031.25
15,@1280.000@2304.000@synthetic_geotiff@000017.png,3,16,@1280.000@2816.000@synthetic_geotiff@000018.png,0.4718143939971924,False,781.25,1406.25,781.25,1718.75
15,@1280.000@2304.000@synthetic_geotiff@000017.png,4,158,@1280.000@1792.000@synthetic_geotiff@000016.png,0.47933948040008545,False,781.25,1406.25,781.25,1093.75
15,@1280.000@2304.000@synthetic_geotiff@000017.png,5,2,@768.000@1792.000@synthetic_geotiff@000002.png,0.5938359498977661,False,781.25,1406.25,468.75,1093.75
16,@1280.000@2816.000@synthetic_geotiff@000018.png,1,16,@1280.000@2816.000@synthetic_geotiff@000018.png,0.4163094162940979,True,781.25,1718.75,781.25,1718.75
16,@1280.000@2816.000@synthetic_geotiff@000018.png,2,17,@1280.000@3328.000@synthetic_geotiff@000019.png,0.5398317575454712,False,781.25,1718.75,781.25,2031.25
16,@1280.000@2816.000@synthetic_geotiff@000018.png,3,158,@1280.000@1792.000@synthetic_geotiff@000016.png,0.5515300035476685,False,781.25,1718.75,781.25,1093.75
16,@1280.000@2816.000@synthetic_geotiff@000018.png,4,15,@1280.000@2304.000@synthetic_geotiff@000017.png,0.5643162131309509,False,781.25,1718.75,781.25,1406.25
16,@1280.000@2816.000@synthetic_geotiff@000018.png,5,25,@1792.000@768.000@synthetic_geotiff@000028.png,0.5678819417953491,False,781.25,1718.75,1093.75,468.75
17,@1280.000@3328.000@synthetic_geotiff@000019.png,1,17,@1280.000@3328.000@synthetic_geotiff@000019.png,0.3577873408794403,True,781.25,2031.25,781.25,2031.25
17,@1280.000@3328.000@synthetic_geotiff@000019.png,2,3,@768.000@2304.000@synthetic_geotiff@000003.png,0.5424878001213074,False,781.25,2031.25,468.75,1406.25
17,@1280.000@3328.000@synthetic_geotiff@000019.png,3,4,@768.000@3328.000@synthetic_geotiff@000005.png,0.5459047555923462,False,781.25,2031.25,468.75,2031.25
17,@1280.000@3328.000@synthetic_geotiff@000019.png,4,2,@768.000@1792.000@synthetic_geotiff@000002.png,0.5598853230476379,False,781.25,2031.25,468.75,1093.75
17,@1280.000@3328.000@synthetic_geotiff@000019.png,5,158,@1280.000@1792.000@synthetic_geotiff@000016.png,0.567527711391449,False,781.25,2031.25,781.25,1093.75
18,@1280.000@3840.000@synthetic_geotiff@000020.png,1,18,@1280.000@3840.000@synthetic_geotiff@000020.png,0.5392827391624451,True,781.25,2343.75,781.25,2343.75
18,@1280.000@3840.000@synthetic_geotiff@000020.png,2,68,@3328.000@3840.000@synthetic_geotiff@000076.png,0.5610215067863464,False,781.25,2343.75,2031.25,2343.75
18,@1280.000@3840.000@synthetic_geotiff@000020.png,3,55,@2816.000@3840.000@synthetic_geotiff@000062.png,0.5619379281997681,False,781.25,2343.75,1718.75,2343.75
18,@1280.000@3840.000@synthetic_geotiff@000020.png,4,42,@2304.000@3840.000@synthetic_geotiff@000048.png,0.5857012867927551,False,781.25,2343.75,1406.25,2343.75
18,@1280.000@3840.000@synthetic_geotiff@000020.png,5,130,@6400.000@3328.000@synthetic_geotiff@000159.png,0.6218953132629395,False,781.25,2343.75,3906.25,2031.25
19,@1280.000@4352.000@synthetic_geotiff@000021.png,1,64,@3328.000@1792.000@synthetic_geotiff@000072.png,0.5776377320289612,False,781.25,2656.25,2031.25,1093.75
19,@1280.000@4352.000@synthetic_geotiff@000021.png,2,144,@6912.000@6400.000@synthetic_geotiff@000179.png,0.5827091336250305,False,781.25,2656.25,4218.75,3906.25
19,@1280.000@4352.000@synthetic_geotiff@000021.png,3,101,@4864.000@6400.000@synthetic_geotiff@000123.png,0.5921643376350403,False,781.25,2656.25,2968.75,3906.25
19,@1280.000@4352.000@synthetic_geotiff@000021.png,4,90,@4352.000@7424.000@synthetic_geotiff@000111.png,0.5929057002067566,False,781.25,2656.25,2656.25,4531.25
19,@1280.000@4352.000@synthetic_geotiff@000021.png,5,68,@3328.000@3840.000@synthetic_geotiff@000076.png,0.5950019359588623,False,781.25,2656.25,2031.25,2343.75
20,@1280.000@4864.000@synthetic_geotiff@000022.png,1,81,@3840.000@7424.000@synthetic_geotiff@000097.png,0.6945153474807739,False,781.25,2968.75,2343.75,4531.25
20,@1280.000@4864.000@synthetic_geotiff@000022.png,2,90,@4352.000@7424.000@synthetic_geotiff@000111.png,0.7005025744438171,False,781.25,2968.75,2656.25,4531.25
20,@1280.000@4864.000@synthetic_geotiff@000022.png,3,43,@2304.000@4352.000@synthetic_geotiff@000049.png,0.7096328735351562,False,781.25,2968.75,1406.25,2656.25
20,@1280.000@4864.000@synthetic_geotiff@000022.png,4,20,@1280.000@4864.000@synthetic_geotiff@000022.png,0.7125244736671448,True,781.25,2968.75,781.25,2968.75
20,@1280.000@4864.000@synthetic_geotiff@000022.png,5,89,@4352.000@6912.000@synthetic_geotiff@000110.png,0.7154532074928284,False,781.25,2968.75,2656.25,4218.75
21,@1280.000@5376.000@synthetic_geotiff@000023.png,1,21,@1280.000@5376.000@synthetic_geotiff@000023.png,0.6134372353553772,True,781.25,3281.25,781.25,3281.25
21,@1280.000@5376.000@synthetic_geotiff@000023.png,2,9,@768.000@5888.000@synthetic_geotiff@000010.png,0.7406323552131653,False,781.25,3281.25,468.75,3593.75
21,@1280.000@5376.000@synthetic_geotiff@000023.png,3,35,@1792.000@6400.000@synthetic_geotiff@000039.png,0.7423281073570251,False,781.25,3281.25,1093.75,3906.25
21,@1280.000@5376.000@synthetic_geotiff@000023.png,4,1,@768.000@1280.000@synthetic_geotiff@000001.png,0.7535632848739624,False,781.25,3281.25,468.75,781.25
21,@1280.000@5376.000@synthetic_geotiff@000023.png,5,81,@3840.000@7424.000@synthetic_geotiff@000097.png,0.7564274668693542,False,781.25,3281.25,2343.75,4531.25
22,@1280.000@5888.000@synthetic_geotiff@000024.png,1,22,@1280.000@5888.000@synthetic_geotiff@000024.png,0.40718695521354675,True,781.25,3593.75,781.25,3593.75
22,@1280.000@5888.000@synthetic_geotiff@000024.png,2,55,@2816.000@3840.000@synthetic_geotiff@000062.png,0.5494995713233948,False,781.25,3593.75,1718.75,2343.75
22,@1280.000@5888.000@synthetic_geotiff@000024.png,3,68,@3328.000@3840.000@synthetic_geotiff@000076.png,0.5609180927276611,False,781.25,3593.75,2031.25,2343.75
22,@1280.000@5888.000@synthetic_geotiff@000024.png,4,165,@3840.000@3840.000@synthetic_geotiff@000090.png,0.5945208668708801,False,781.25,3593.75,2343.75,2343.75
22,@1280.000@5888.000@synthetic_geotiff@000024.png,5,77,@3840.000@4352.000@synthetic_geotiff@000091.png,0.5978932976722717,False,781.25,3593.75,2343.75,2656.25
23,@1280.000@6400.000@synthetic_geotiff@000025.png,1,23,@1280.000@6400.000@synthetic_geotiff@000025.png,0.3520486652851105,True,781.25,3906.25,781.25,3906.25
23,@1280.000@6400.000@synthetic_geotiff@000025.png,2,56,@2816.000@4864.000@synthetic_geotiff@000064.png,0.38622888922691345,False,781.25,3906.25,1718.75,2968.75
23,@1280.000@6400.000@synthetic_geotiff@000025.png,3,177,@1280.000@7424.000@synthetic_geotiff@000027.png,0.4813247323036194,False,781.25,3906.25,781.25,4531.25
23,@1280.000@6400.000@synthetic_geotiff@000025.png,4,179,@2304.000@5888.000@synthetic_geotiff@000052.png,0.516929566860199,False,781.25,3906.25,1406.25,3593.75
23,@1280.000@6400.000@synthetic_geotiff@000025.png,5,11,@768.000@6912.000@synthetic_geotiff@000012.png,0.5320073962211609,False,781.25,3906.25,468.75,4218.75
24,@1280.000@6912.000@synthetic_geotiff@000026.png,1,24,@1280.000@6912.000@synthetic_geotiff@000026.png,0.26598894596099854,True,781.25,4218.75,781.25,4218.75
24,@1280.000@6912.000@synthetic_geotiff@000026.png,2,35,@1792.000@6400.000@synthetic_geotiff@000039.png,0.5586481094360352,False,781.25,4218.75,1093.75,3906.25
24,@1280.000@6912.000@synthetic_geotiff@000026.png,3,77,@3840.000@4352.000@synthetic_geotiff@000091.png,0.5784624814987183,False,781.25,4218.75,2343.75,2656.25
24,@1280.000@6912.000@synthetic_geotiff@000026.png,4,47,@2304.000@6912.000@synthetic_geotiff@000054.png,0.5916009545326233,False,781.25,4218.75,1406.25,4218.75
24,@1280.000@6912.000@synthetic_geotiff@000026.png,5,81,@3840.000@7424.000@synthetic_geotiff@000097.png,0.6282090544700623,False,781.25,4218.75,2343.75,4531.25
25,@1792.000@768.000@synthetic_geotiff@000028.png,1,25,@1792.000@768.000@synthetic_geotiff@000028.png,0.4876553416252136,True,1093.75,468.75,1093.75,468.75
25,@1792.000@768.000@synthetic_geotiff@000028.png,2,26,@1792.000@1280.000@synthetic_geotiff@000029.png,0.5701205134391785,False,1093.75,468.75,1093.75,781.25
25,@1792.000@768.000@synthetic_geotiff@000028.png,3,95,@4864.000@2816.000@synthetic_geotiff@000116.png,0.5992516875267029,False,1093.75,468.75,2968.75,1718.75
25,@1792.000@768.000@synthetic_geotiff@000028.png,4,158,@1280.000@1792.000@synthetic_geotiff@000016.png,0.6740270853042603,False,1093.75,468.75,781.25,1093.75
25,@1792.000@768.000@synthetic_geotiff@000028.png,5,166,@4352.000@2816.000@synthetic_geotiff@000102.png,0.693859338760376,False,1093.75,468.75,2656.25,1718.75
26,@1792.000@1280.000@synthetic_geotiff@000029.png,1,26,@1792.000@1280.000@synthetic_geotiff@000029.png,0.5306509733200073,True,1093.75,781.25,1093.75,781.25
26,@1792.000@1280.000@synthetic_geotiff@000029.png,2,139,@6912.000@2816.000@synthetic_geotiff@000172.png,0.6208275556564331,False,1093.75,781.25,4218.75,1718.75
26,@1792.000@1280.000@synthetic_geotiff@000029.png,3,194,@7424.000@3328.000@synthetic_geotiff@000187.png,0.6532596945762634,False,1093.75,781.25,4531.25,2031.25
26,@1792.000@1280.000@synthetic_geotiff@000029.png,4,166,@4352.000@2816.000@synthetic_geotiff@000102.png,0.6626690030097961,False,1093.75,781.25,2656.25,1718.75
26,@1792.000@1280.000@synthetic_geotiff@000029.png,5,108,@5376.000@3328.000@synthetic_geotiff@000131.png,0.7014094591140747,False,1093.75,781.25,3281.25,2031.25
27,@1792.000@2304.000@synthetic_geotiff@000031.png,1,27,@1792.000@2304.000@synthetic_geotiff@000031.png,0.4056839346885681,True,1093.75,1406.25,1093.75,1406.25
27,@1792.000@2304.000@synthetic_geotiff@000031.png,2,130,@6400.000@3328.000@synthetic_geotiff@000159.png,0.45845872163772583,False,1093.75,1406.25,3906.25,2031.25
27,@1792.000@2304.000@synthetic_geotiff@000031.png,3,39,@2304.000@2304.000@synthetic_geotiff@000045.png,0.4832322597503662,False,1093.75,1406.25,1406.25,1406.25
27,@1792.000@2304.000@synthetic_geotiff@000031.png,4,173,@6912.000@1280.000@synthetic_geotiff@000169.png,0.48574116826057434,False,1093.75,1406.25,4218.75,781.25
27,@1792.000@2304.000@synthetic_geotiff@000031.png,5,139,@6912.000@2816.000@synthetic_geotiff@000172.png,0.4888569712638855,False,1093.75,1406.25,4218.75,1718.75
28,@1792.000@2816.000@synthetic_geotiff@000032.png,1,139,@6912.000@2816.000@synthetic_geotiff@000172.png,0.5567400455474854,False,1093.75,1718.75,4218.75,1718.75
28,@1792.000@2816.000@synthetic_geotiff@000032.png,2,194,@7424.000@3328.000@synthetic_geotiff@000187.png,0.5847662091255188,False,1093.75,1718.75,4531.25,2031.25
28,@1792.000@2816.000@synthetic_geotiff@000032.png,3,114,@5376.000@6912.000@synthetic_geotiff@000138.png,0.6350282430648804,False,1093.75,1718.75,3281.25,4218.75
28,@1792.000@2816.000@synthetic_geotiff@000032.png,4,166,@4352.000@2816.000@synthetic_geotiff@000102.png,0.6540650725364685,False,1093.75,1718.75,2656.25,1718.75
28,@1792.000@2816.000@synthetic_geotiff@000032.png,5,108,@5376.000@3328.000@synthetic_geotiff@000131.png,0.659169614315033,False,1093.75,1718.75,3281.25,2031.25
29,@1792.000@3328.000@synthetic_geotiff@000033.png,1,29,@1792.000@3328.000@synthetic_geotiff@000033.png,0.44614073634147644,True,1093.75,2031.25,1093.75,2031.25
29,@1792.000@3328.000@synthetic_geotiff@000033.png,2,83,@4352.000@2304.000@synthetic_geotiff@000101.png,0.5568967461585999,False,1093.75,2031.25,2656.25,1406.25
29,@1792.000@3328.000@synthetic_geotiff@000033.png,3,41,@2304.000@3328.000@synthetic_geotiff@000047.png,0.632249653339386,False,1093.75,2031.25,1406.25,2031.25
29,@1792.000@3328.000@synthetic_geotiff@000033.png,4,67,@3328.000@3328.000@synthetic_geotiff@000075.png,0.6526703834533691,False,1093.75,2031.25,2031.25,2031.25
29,@1792.000@3328.000@synthetic_geotiff@000033.png,5,54,@2816.000@3328.000@synthetic_geotiff@000061.png,0.6533930897712708,False,1093.75,2031.25,1718.75,2031.25
30,@1792.000@3840.000@synthetic_geotiff@000034.png,1,116,@5888.000@768.000@synthetic_geotiff@000140.png,0.572805643081665,False,1093.75,2343.75,3593.75,468.75
30,@1792.000@3840.000@synthetic_geotiff@000034.png,2,144,@6912.000@6400.000@synthetic_geotiff@000179.png,0.5964434742927551,False,1093.75,2343.75,4218.75,3906.25
30,@1792.000@3840.000@synthetic_geotiff@000034.png,3,64,@3328.000@1792.000@synthetic_geotiff@000072.png,0.6066036820411682,False,1093.75,2343.75,2031.25,1093.75
30,@1792.000@3840.000@synthetic_geotiff@000034.png,4,130,@6400.000@3328.000@synthetic_geotiff@000159.png,0.610295832157135,False,1093.75,2343.75,3906.25,2031.25
30,@1792.000@3840.000@synthetic_geotiff@000034.png,5,55,@2816.000@3840.000@synthetic_geotiff@000062.png,0.6215032935142517,False,1093.75,2343.75,1718.75,2343.75
31,@1792.000@4352.000@synthetic_geotiff@000035.png,1,89,@4352.000@6912.000@synthetic_geotiff@000110.png,0.5329008102416992,False,1093.75,2656.25,2656.25,4218.75
31,@1792.000@4352.000@synthetic_geotiff@000035.png,2,64,@3328.000@1792.000@synthetic_geotiff@000072.png,0.5773398876190186,False,1093.75,2656.25,2031.25,1093.75
31,@1792.000@4352.000@synthetic_geotiff@000035.png,3,194,@7424.000@3328.000@synthetic_geotiff@000187.png,0.5835022926330566,False,1093.75,2656.25,4531.25,2031.25
31,@1792.000@4352.000@synthetic_geotiff@000035.png,4,170,@5376.000@2304.000@synthetic_geotiff@000129.png,0.584321141242981,False,1093.75,2656.25,3281.25,1406.25
31,@1792.000@4352.000@synthetic_geotiff@000035.png,5,116,@5888.000@768.000@synthetic_geotiff@000140.png,0.5869462490081787,False,1093.75,2656.25,3593.75,468.75
